,numero,intensitemax
0,coupe_0,-37.62786507709552
1,coupe_1,-35.73294019649929
2,coupe_2,-35.12980826016416
3,coupe_3,-28.379429714122367
4,coupe_4,-38.627432539755695
5,coupe_5,-37.590741938042996
6,coupe_6,-34.40711889538334
7,coupe_7,-52.492306652218794
8,coupe_8,-28.477029960255923
9,coupe_9,-46.049816455547585
10,coupe_10,-30.388716958013777
11,coupe_11,-33.66641288519468
12,coupe_12,-34.73393617464197
13,coupe_13,-30.451945903050408
14,coupe_14,-33.405276795694164
15,coupe_15,-39.08798057876745
