,numero,intensitemax
0,coupe_0,-40.13978209460768
1,coupe_1,-36.59535658611621
2,coupe_2,-34.00820895743112
3,coupe_3,-32.99842112464555
4,coupe_4,-45.28520574416332
5,coupe_5,-42.64454114500536
6,coupe_6,-38.07452950208998
7,coupe_7,-38.14938145027124
8,coupe_8,-30.169108837727162
9,coupe_9,-34.015363025971105
10,coupe_10,-44.368879239340274
11,coupe_11,-46.6361875262935
12,coupe_12,-40.57372124365248
13,coupe_13,-28.662849146991704
14,coupe_14,-35.18208826960836
15,coupe_15,-53.205132759992075
16,coupe_16,-39.011861470759484
17,coupe_17,-34.31703448976703
