,ay,t
30402,0.092,19.00125
30403,0.055,19.001875
30404,0.078,19.0025
30405,0.06,19.003125
30406,0.01,19.00375
30407,0.01,19.004375
30408,0.019,19.005
30409,0.022,19.005625
30410,0.002,19.00625
30411,-0.003,19.006875
30412,-0.026,19.0075
30413,-0.062,19.008125
30414,-0.005,19.00875
30415,0.01,19.009375
30416,0.006,19.01
30417,0.009,19.010625
30418,0.038,19.01125
30419,0.066,19.011875
30420,0.087,19.0125
30421,0.097,19.013125
30422,0.086,19.01375
30423,0.076,19.014375
30424,0.116,19.015
30425,0.168,19.015625
30426,0.184,19.01625
30427,0.14,19.016875
30428,0.166,19.0175
30429,0.2,19.018125
30430,0.229,19.01875
30431,0.191,19.019375
30432,0.185,19.02
30433,0.189,19.020625
30434,0.196,19.02125
30435,0.238,19.021875
30436,0.276,19.0225
30437,0.3,19.023125
30438,0.246,19.02375
30439,0.237,19.024375
30440,0.255,19.025
30441,0.293,19.025625
30442,0.312,19.02625
30443,0.319,19.026875
30444,0.32,19.0275
30445,0.378,19.028125
30446,0.36,19.02875
30447,0.322,19.029375
30448,0.346,19.03
30449,0.324,19.030625
30450,0.304,19.03125
30451,0.297,19.031875
30452,0.28,19.0325
30453,0.279,19.033125
30454,0.287,19.03375
30455,0.287,19.034375
30456,0.274,19.035
30457,0.258,19.035625
30458,0.245,19.03625
30459,0.254,19.036875
30460,0.245,19.0375
30461,0.22,19.038125
30462,0.182,19.03875
30463,0.202,19.039375
30464,0.219,19.04
30465,0.185,19.040625
30466,0.226,19.04125
30467,0.246,19.041875
30468,0.234,19.0425
30469,0.183,19.043125
30470,0.147,19.04375
30471,0.132,19.044375
30472,0.159,19.045
30473,0.151,19.045625
30474,0.147,19.04625
30475,0.148,19.046875
30476,0.039,19.0475
30477,0.037,19.048125
30478,0.082,19.04875
30479,0.086,19.049375
30480,0.064,19.05
30481,0.065,19.050625
30482,0.105,19.05125
30483,0.126,19.051875
30484,0.078,19.0525
30485,0.005,19.053125
30486,0.032,19.05375
30487,0.03,19.054375
30488,0.018,19.055
30489,0.001,19.055625
30490,-0.052,19.05625
30491,-0.045,19.056875
30492,0.005,19.0575
30493,0.005,19.058125
30494,-0.047,19.05875
30495,-0.081,19.059375
30496,-0.033,19.06
30497,-0.084,19.060625
30498,-0.093,19.06125
30499,-0.058,19.061875
30500,-0.115,19.0625
30501,-0.118,19.063125
30502,-0.104,19.06375
30503,-0.118,19.064375
30504,-0.111,19.065
30505,-0.111,19.065625
30506,-0.126,19.06625
30507,-0.163,19.066875
30508,-0.198,19.0675
30509,-0.216,19.068125
30510,-0.175,19.06875
30511,-0.206,19.069375
30512,-0.237,19.07
30513,-0.244,19.070625
30514,-0.197,19.07125
30515,-0.199,19.071875
30516,-0.225,19.0725
30517,-0.198,19.073125
30518,-0.266,19.07375
30519,-0.313,19.074375
30520,-0.262,19.075
30521,-0.3,19.075625
30522,-0.337,19.07625
30523,-0.366,19.076875
30524,-0.383,19.0775
30525,-0.369,19.078125
30526,-0.37,19.07875
30527,-0.438,19.079375
30528,-0.479,19.08
30529,-0.49,19.080625
30530,-0.474,19.08125
30531,-0.474,19.081875
30532,-0.499,19.0825
30533,-0.5,19.083125
30534,-0.391,19.08375
30535,-0.411,19.084375
30536,-0.462,19.085
30537,-0.521,19.085625
30538,-0.491,19.08625
30539,-0.502,19.086875
30540,-0.536,19.0875
30541,-0.56,19.088125
30542,-0.509,19.08875
30543,-0.502,19.089375
30544,-0.601,19.09
30545,-0.577,19.090625
30546,-0.565,19.09125
30547,-0.565,19.091875
30548,-0.561,19.0925
30549,-0.55,19.093125
30550,-0.554,19.09375
30551,-0.591,19.094375
30552,-0.603,19.095
30553,-0.605,19.095625
30554,-0.599,19.09625
30555,-0.602,19.096875
30556,-0.613,19.0975
30557,-0.615,19.098125
30558,-0.588,19.09875
30559,-0.605,19.099375
30560,-0.592,19.1
30561,-0.541,19.100625
30562,-0.53,19.10125
30563,-0.531,19.101875
30564,-0.534,19.1025
30565,-0.524,19.103125
30566,-0.547,19.10375
30567,-0.571,19.104375
30568,-0.584,19.105
30569,-0.533,19.105625
30570,-0.518,19.10625
30571,-0.522,19.106875
30572,-0.499,19.1075
30573,-0.488,19.108125
30574,-0.47,19.10875
