,numero,intensitemax
0,coupe_0,-38.09062481039154
1,coupe_1,-26.87461296334458
2,coupe_2,-31.73969659615382
3,coupe_3,-29.665261951584
4,coupe_4,-35.91673492020413
5,coupe_5,-34.141451092674856
6,coupe_6,-30.2345925110684
7,coupe_7,-32.14550909480482
8,coupe_8,-29.410962581718216
9,coupe_9,-32.623451140367095
10,coupe_10,-38.04129673333969
11,coupe_11,-30.619770497366268
12,coupe_12,-36.13891196637435
13,coupe_13,-34.27498887069468
14,coupe_14,-30.841526089529573
15,coupe_15,-29.900058897855327
