,ay,t
59240,-0.952,37.025
59241,-0.918,37.025625
59242,-0.894,37.02625
59243,-0.89,37.026875
59244,-0.913,37.0275
59245,-0.928,37.028125
59246,-0.923,37.02875
59247,-0.915,37.029375
59248,-0.99,37.03
59249,-1.037,37.030625
59250,-1.077,37.03125
59251,-1.121,37.031875
59252,-1.177,37.0325
59253,-1.205,37.033125
59254,-1.2,37.03375
59255,-1.176,37.034375
59256,-1.235,37.035
59257,-1.316,37.035625
59258,-1.35,37.03625
59259,-1.439,37.036875
59260,-1.482,37.0375
59261,-1.455,37.038125
59262,-1.449,37.03875
59263,-1.52,37.039375
59264,-1.614,37.04
59265,-1.618,37.040625
59266,-1.662,37.04125
59267,-1.726,37.041875
59268,-1.804,37.0425
59269,-1.829,37.043125
59270,-1.847,37.04375
59271,-1.855,37.044375
59272,-1.834,37.045
59273,-1.832,37.045625
59274,-1.827,37.04625
59275,-1.807,37.046875
59276,-1.84,37.0475
59277,-1.836,37.048125
59278,-1.798,37.04875
59279,-1.774,37.049375
59280,-1.774,37.05
59281,-1.745,37.050625
59282,-1.623,37.05125
59283,-1.606,37.051875
59284,-1.58,37.0525
59285,-1.534,37.053125
59286,-1.558,37.05375
59287,-1.487,37.054375
59288,-1.391,37.055
59289,-1.36,37.055625
59290,-1.258,37.05625
59291,-1.2,37.056875
59292,-1.215,37.0575
59293,-1.133,37.058125
59294,-1.062,37.05875
59295,-0.993,37.059375
59296,-0.908,37.06
59297,-0.858,37.060625
59298,-0.827,37.06125
59299,-0.81,37.061875
59300,-0.73,37.0625
59301,-0.679,37.063125
59302,-0.645,37.06375
59303,-0.574,37.064375
59304,-0.485,37.065
59305,-0.39,37.065625
59306,-0.295,37.06625
59307,-0.218,37.066875
59308,-0.172,37.0675
59309,-0.145,37.068125
59310,-0.063,37.06875
59311,-0.027,37.069375
59312,0.002,37.07
59313,0.06,37.070625
59314,0.1,37.07125
59315,0.15,37.071875
59316,0.216,37.0725
59317,0.315,37.073125
59318,0.378,37.07375
59319,0.431,37.074375
59320,0.512,37.075
59321,0.594,37.075625
59322,0.616,37.07625
59323,0.555,37.076875
59324,0.542,37.0775
59325,0.585,37.078125
59326,0.644,37.07875
59327,0.607,37.079375
59328,0.707,37.08
59329,0.817,37.080625
59330,0.878,37.08125
59331,0.767,37.081875
59332,0.706,37.0825
59333,0.694,37.083125
59334,0.69,37.08375
59335,0.67,37.084375
59336,0.681,37.085
59337,0.777,37.085625
59338,0.788,37.08625
59339,0.773,37.086875
59340,0.737,37.0875
59341,0.679,37.088125
59342,0.647,37.08875
59343,0.654,37.089375
59344,0.735,37.09
59345,0.75,37.090625
59346,0.738,37.09125
59347,0.706,37.091875
59348,0.638,37.0925
59349,0.602,37.093125
59350,0.587,37.09375
59351,0.581,37.094375
59352,0.582,37.095
59353,0.554,37.095625
59354,0.48,37.09625
59355,0.438,37.096875
59356,0.384,37.0975
59357,0.331,37.098125
59358,0.334,37.09875
59359,0.315,37.099375
59360,0.281,37.1
59361,0.237,37.100625
59362,0.251,37.10125
59363,0.23,37.101875
59364,0.177,37.1025
59365,0.132,37.103125
59366,0.088,37.10375
59367,0.05,37.104375
59368,0.026,37.105
59369,0.03,37.105625
59370,0.001,37.10625
59371,-0.064,37.106875
59372,-0.091,37.1075
59373,-0.164,37.108125
59374,-0.238,37.10875
59375,-0.252,37.109375
59376,-0.28,37.11
59377,-0.329,37.110625
59378,-0.403,37.11125
59379,-0.444,37.111875
59380,-0.501,37.1125
59381,-0.569,37.113125
59382,-0.633,37.11375
59383,-0.684,37.114375
59384,-0.733,37.115
59385,-0.784,37.115625
59386,-0.799,37.11625
59387,-0.803,37.116875
59388,-0.816,37.1175
59389,-0.921,37.118125
59390,-1.009,37.11875
59391,-1.072,37.119375
59392,-1.099,37.12
59393,-1.123,37.120625
59394,-1.158,37.12125
