,numero,intensitemax
0,coupe_0,-27.295828504213123
1,coupe_1,-28.917356610619493
2,coupe_2,-32.75174064456556
3,coupe_3,-33.28669660967273
4,coupe_4,-27.457240551776984
5,coupe_5,-26.64127226904192
6,coupe_6,-24.161288965037933
7,coupe_7,-31.10097208500596
8,coupe_8,-29.92570309660926
9,coupe_9,-30.177893345726297
10,coupe_10,-27.55274157463581
11,coupe_11,-30.5655823743594
12,coupe_12,-29.541402088507034
13,coupe_13,-27.08785650091981
14,coupe_14,-26.059270079533956
15,coupe_15,-25.523840026649836
