,ay,t
100907,10.564,63.066875
100908,10.59,63.0675
100909,10.588,63.068125
100910,10.549,63.06875
100911,10.563,63.069375
100912,10.572,63.07
100913,10.573,63.070625
100914,10.553,63.07125
100915,10.514,63.071875
100916,10.492,63.0725
100917,10.505,63.073125
100918,10.503,63.07375
100919,10.453,63.074375
100920,10.38,63.075
100921,10.407,63.075625
100922,10.362,63.07625
100923,10.316,63.076875
100924,10.34,63.0775
100925,10.278,63.078125
100926,10.233,63.07875
100927,10.223,63.079375
100928,10.227,63.08
100929,10.23,63.080625
100930,10.224,63.08125
100931,10.18,63.081875
100932,10.197,63.0825
100933,10.192,63.083125
100934,10.121,63.08375
100935,10.098,63.084375
100936,10.1,63.085
100937,10.11,63.085625
100938,10.046,63.08625
100939,10.068,63.086875
100940,10.098,63.0875
100941,10.06,63.088125
100942,10.082,63.08875
100943,10.071,63.089375
100944,10.014,63.09
100945,10.041,63.090625
100946,10.04,63.09125
100947,10.025,63.091875
100948,10.015,63.0925
100949,10.013,63.093125
100950,10.015,63.09375
100951,10.022,63.094375
100952,10.067,63.095
100953,10.076,63.095625
100954,10.054,63.09625
100955,10.044,63.096875
100956,10.029,63.0975
100957,10.009,63.098125
100958,9.978,63.09875
100959,9.948,63.099375
100960,9.957,63.1
100961,10.013,63.100625
100962,10.02,63.10125
100963,9.993,63.101875
100964,9.947,63.1025
100965,9.91,63.103125
100966,9.937,63.10375
100967,9.937,63.104375
100968,9.863,63.105
100969,9.853,63.105625
100970,9.872,63.10625
100971,9.906,63.106875
100972,9.896,63.1075
100973,9.876,63.108125
100974,9.865,63.10875
100975,9.885,63.109375
100976,9.85,63.11
100977,9.827,63.110625
100978,9.83,63.11125
100979,9.813,63.111875
100980,9.817,63.1125
100981,9.826,63.113125
100982,9.806,63.11375
100983,9.77,63.114375
100984,9.761,63.115
100985,9.805,63.115625
100986,9.787,63.11625
100987,9.767,63.116875
100988,9.749,63.1175
100989,9.749,63.118125
100990,9.744,63.11875
100991,9.732,63.119375
100992,9.705,63.12
100993,9.719,63.120625
100994,9.728,63.12125
100995,9.725,63.121875
100996,9.711,63.1225
100997,9.687,63.123125
100998,9.66,63.12375
100999,9.647,63.124375
101000,9.604,63.125
101001,9.578,63.125625
101002,9.595,63.12625
101003,9.612,63.126875
101004,9.556,63.1275
101005,9.457,63.128125
101006,9.498,63.12875
101007,9.519,63.129375
101008,9.517,63.13
101009,9.477,63.130625
101010,9.433,63.13125
101011,9.377,63.131875
101012,9.309,63.1325
101013,9.326,63.133125
101014,9.28,63.13375
101015,9.226,63.134375
101016,9.29,63.135
101017,9.251,63.135625
101018,9.189,63.13625
101019,9.139,63.136875
101020,9.133,63.1375
101021,9.097,63.138125
101022,9.044,63.13875
101023,9.075,63.139375
101024,9.034,63.14
101025,8.986,63.140625
101026,8.996,63.14125
101027,8.936,63.141875
101028,8.905,63.1425
101029,8.919,63.143125
101030,8.872,63.14375
101031,8.854,63.144375
101032,8.834,63.145
101033,8.74,63.145625
101034,8.698,63.14625
101035,8.66,63.146875
101036,8.603,63.1475
101037,8.581,63.148125
101038,8.526,63.14875
101039,8.449,63.149375
101040,8.429,63.15
101041,8.38,63.150625
101042,8.335,63.15125
101043,8.328,63.151875
101044,8.265,63.1525
101045,8.214,63.153125
101046,8.188,63.15375
101047,8.181,63.154375
101048,8.139,63.155
101049,8.08,63.155625
101050,8.043,63.15625
101051,7.979,63.156875
101052,7.913,63.1575
101053,7.856,63.158125
101054,7.811,63.15875
101055,7.787,63.159375
101056,7.772,63.16
101057,7.694,63.160625
101058,7.69,63.16125
101059,7.694,63.161875
101060,7.64,63.1625
101061,7.6,63.163125
101062,7.566,63.16375
101063,7.536,63.164375
101064,7.523,63.165
101065,7.47,63.165625
101066,7.408,63.16625
101067,7.412,63.166875
101068,7.381,63.1675
101069,7.359,63.168125
101070,7.369,63.16875
101071,7.315,63.169375
101072,7.286,63.17
101073,7.288,63.170625
101074,7.325,63.17125
101075,7.281,63.171875
101076,7.233,63.1725
101077,7.26,63.173125
101078,7.238,63.17375
101079,7.212,63.174375
101080,7.191,63.175
101081,7.161,63.175625
101082,7.151,63.17625
101083,7.163,63.176875
101084,7.207,63.1775
101085,7.144,63.178125
101086,7.101,63.17875
101087,7.138,63.179375
101088,7.127,63.18
101089,7.144,63.180625
101090,7.183,63.18125
101091,7.19,63.181875
101092,7.187,63.1825
101093,7.185,63.183125
101094,7.191,63.18375
101095,7.148,63.184375
101096,7.14,63.185
101097,7.182,63.185625
101098,7.155,63.18625
101099,7.144,63.186875
101100,7.146,63.1875
101101,7.152,63.188125
101102,7.215,63.18875
101103,7.257,63.189375
101104,7.236,63.19
101105,7.242,63.190625
101106,7.254,63.19125
101107,7.264,63.191875
101108,7.223,63.1925
101109,7.245,63.193125
101110,7.276,63.19375
101111,7.27,63.194375
101112,7.339,63.195
101113,7.37,63.195625
101114,7.343,63.19625
101115,7.418,63.196875
101116,7.438,63.1975
101117,7.441,63.198125
101118,7.512,63.19875
101119,7.503,63.199375
101120,7.515,63.2
101121,7.6,63.200625
101122,7.672,63.20125
101123,7.69,63.201875
101124,7.675,63.2025
101125,7.749,63.203125
101126,7.8,63.20375
101127,7.842,63.204375
101128,7.886,63.205
101129,7.927,63.205625
101130,7.953,63.20625
101131,7.964,63.206875
101132,7.995,63.2075
101133,8.067,63.208125
101134,8.136,63.20875
101135,8.092,63.209375
101136,8.131,63.21
101137,8.194,63.210625
101138,8.261,63.21125
101139,8.284,63.211875
101140,8.326,63.2125
101141,8.38,63.213125
101142,8.383,63.21375
101143,8.432,63.214375
101144,8.474,63.215
101145,8.45,63.215625
101146,8.505,63.21625
101147,8.556,63.216875
101148,8.587,63.2175
101149,8.617,63.218125
101150,8.616,63.21875
101151,8.599,63.219375
101152,8.592,63.22
101153,8.617,63.220625
101154,8.632,63.22125
101155,8.615,63.221875
101156,8.659,63.2225
101157,8.674,63.223125
101158,8.659,63.22375
101159,8.632,63.224375
101160,8.683,63.225
101161,8.737,63.225625
101162,8.713,63.22625
101163,8.719,63.226875
101164,8.708,63.2275
101165,8.672,63.228125
101166,8.686,63.22875
101167,8.687,63.229375
101168,8.683,63.23
101169,8.689,63.230625
101170,8.688,63.23125
101171,8.69,63.231875
101172,8.7,63.2325
101173,8.662,63.233125
101174,8.641,63.23375
101175,8.637,63.234375
101176,8.627,63.235
101177,8.629,63.235625
101178,8.627,63.23625
101179,8.603,63.236875
101180,8.612,63.2375
101181,8.619,63.238125
101182,8.619,63.23875
101183,8.609,63.239375
101184,8.569,63.24
101185,8.515,63.240625
101186,8.471,63.24125
101187,8.445,63.241875
101188,8.439,63.2425
101189,8.455,63.243125
101190,8.427,63.24375
101191,8.402,63.244375
101192,8.386,63.245
101193,8.396,63.245625
101194,8.387,63.24625
101195,8.362,63.246875
101196,8.319,63.2475
101197,8.307,63.248125
101198,8.27,63.24875
101199,8.2,63.249375
101200,8.264,63.25
101201,8.249,63.250625
101202,8.192,63.25125
101203,8.165,63.251875
101204,8.157,63.2525
101205,8.148,63.253125
101206,8.132,63.25375
101207,8.054,63.254375
101208,8.032,63.255
101209,8.051,63.255625
101210,7.987,63.25625
101211,7.98,63.256875
101212,7.96,63.2575
101213,7.849,63.258125
101214,7.898,63.25875
101215,7.93,63.259375
101216,7.909,63.26
101217,7.858,63.260625
101218,7.82,63.26125
101219,7.804,63.261875
101220,7.844,63.2625
101221,7.834,63.263125
101222,7.812,63.26375
101223,7.792,63.264375
101224,7.768,63.265
101225,7.77,63.265625
101226,7.788,63.26625
101227,7.764,63.266875
101228,7.736,63.2675
101229,7.716,63.268125
101230,7.723,63.26875
101231,7.73,63.269375
101232,7.742,63.27
101233,7.762,63.270625
101234,7.759,63.27125
101235,7.745,63.271875
101236,7.735,63.2725
101237,7.765,63.273125
101238,7.769,63.27375
101239,7.756,63.274375
101240,7.725,63.275
101241,7.749,63.275625
101242,7.758,63.27625
101243,7.75,63.276875
101244,7.73,63.2775
101245,7.691,63.278125
101246,7.672,63.27875
101247,7.726,63.279375
101248,7.733,63.28
101249,7.756,63.280625
101250,7.803,63.28125
101251,7.725,63.281875
101252,7.718,63.2825
101253,7.751,63.283125
101254,7.768,63.28375
101255,7.706,63.284375
101256,7.677,63.285
101257,7.744,63.285625
101258,7.748,63.28625
101259,7.748,63.286875
101260,7.757,63.2875
101261,7.834,63.288125
101262,7.86,63.28875
101263,7.859,63.289375
101264,7.845,63.29
101265,7.864,63.290625
101266,7.892,63.29125
101267,7.926,63.291875
101268,7.977,63.2925
101269,7.988,63.293125
101270,7.99,63.29375
101271,8.054,63.294375
101272,8.066,63.295
101273,8.056,63.295625
101274,8.036,63.29625
101275,8.041,63.296875
101276,8.07,63.2975
101277,8.11,63.298125
101278,8.1,63.29875
101279,8.123,63.299375
101280,8.138,63.3
101281,8.098,63.300625
101282,8.104,63.30125
101283,8.122,63.301875
101284,8.146,63.3025
101285,8.162,63.303125
101286,8.188,63.30375
101287,8.212,63.304375
101288,8.212,63.305
101289,8.236,63.305625
101290,8.295,63.30625
101291,8.403,63.306875
101292,8.338,63.3075
101293,8.362,63.308125
101294,8.456,63.30875
101295,8.408,63.309375
101296,8.446,63.31
101297,8.499,63.310625
101298,8.499,63.31125
101299,8.485,63.311875
101300,8.475,63.3125
101301,8.476,63.313125
101302,8.486,63.31375
101303,8.496,63.314375
101304,8.508,63.315
101305,8.528,63.315625
101306,8.543,63.31625
101307,8.543,63.316875
101308,8.52,63.3175
101309,8.528,63.318125
101310,8.538,63.31875
101311,8.545,63.319375
101312,8.525,63.32
101313,8.535,63.320625
101314,8.545,63.32125
101315,8.522,63.321875
101316,8.542,63.3225
101317,8.534,63.323125
101318,8.486,63.32375
101319,8.516,63.324375
101320,8.524,63.325
101321,8.514,63.325625
101322,8.49,63.32625
101323,8.525,63.326875
101324,8.537,63.3275
101325,8.483,63.328125
101326,8.496,63.32875
101327,8.508,63.329375
101328,8.509,63.33
101329,8.469,63.330625
101330,8.447,63.33125
101331,8.439,63.331875
101332,8.446,63.3325
