,ay,t
49650,6.031,31.03125
49651,6.012,31.031875
49652,5.965,31.0325
49653,6.022,31.033125
49654,6.011,31.03375
49655,5.986,31.034375
49656,5.986,31.035
49657,5.941,31.035625
49658,5.93,31.03625
49659,5.963,31.036875
49660,5.997,31.0375
49661,6.037,31.038125
49662,6.062,31.03875
49663,6.018,31.039375
49664,6.072,31.04
49665,6.144,31.040625
49666,6.209,31.04125
49667,6.227,31.041875
49668,6.281,31.0425
49669,6.353,31.043125
49670,6.347,31.04375
49671,6.274,31.044375
49672,6.215,31.045
49673,6.245,31.045625
49674,6.282,31.04625
49675,6.294,31.046875
49676,6.277,31.0475
49677,6.27,31.048125
49678,6.272,31.04875
49679,6.28,31.049375
49680,6.29,31.05
49681,6.287,31.050625
49682,6.302,31.05125
49683,6.353,31.051875
49684,6.371,31.0525
49685,6.367,31.053125
49686,6.347,31.05375
49687,6.33,31.054375
49688,6.34,31.055
49689,6.346,31.055625
49690,6.319,31.05625
49691,6.316,31.056875
49692,6.344,31.0575
49693,6.401,31.058125
49694,6.384,31.05875
49695,6.389,31.059375
49696,6.406,31.06
49697,6.423,31.060625
49698,6.475,31.06125
49699,6.499,31.061875
49700,6.465,31.0625
49701,6.494,31.063125
49702,6.534,31.06375
49703,6.57,31.064375
49704,6.54,31.065
49705,6.524,31.065625
49706,6.521,31.06625
49707,6.535,31.066875
49708,6.509,31.0675
49709,6.49,31.068125
49710,6.482,31.06875
49711,6.462,31.069375
49712,6.457,31.07
49713,6.451,31.070625
49714,6.414,31.07125
49715,6.396,31.071875
49716,6.385,31.0725
49717,6.378,31.073125
49718,6.417,31.07375
49719,6.437,31.074375
49720,6.442,31.075
49721,6.456,31.075625
49722,6.445,31.07625
49723,6.439,31.076875
49724,6.466,31.0775
49725,6.505,31.078125
49726,6.504,31.07875
49727,6.457,31.079375
49728,6.417,31.08
49729,6.404,31.080625
49730,6.406,31.08125
49731,6.403,31.081875
49732,6.353,31.0825
49733,6.298,31.083125
49734,6.25,31.08375
49735,6.236,31.084375
49736,6.163,31.085
49737,6.057,31.085625
49738,6.053,31.08625
49739,6.004,31.086875
49740,5.942,31.0875
49741,5.891,31.088125
49742,5.831,31.08875
49743,5.764,31.089375
49744,5.69,31.09
49745,5.626,31.090625
49746,5.555,31.09125
49747,5.488,31.091875
49748,5.448,31.0925
49749,5.404,31.093125
49750,5.341,31.09375
49751,5.246,31.094375
49752,5.204,31.095
49753,5.151,31.095625
49754,5.089,31.09625
49755,5.045,31.096875
49756,5.004,31.0975
49757,4.967,31.098125
49758,4.94,31.09875
49759,4.922,31.099375
49760,4.905,31.1
49761,4.885,31.100625
49762,4.807,31.10125
49763,4.757,31.101875
49764,4.72,31.1025
49765,4.669,31.103125
49766,4.654,31.10375
49767,4.633,31.104375
49768,4.589,31.105
49769,4.571,31.105625
49770,4.532,31.10625
49771,4.477,31.106875
49772,4.436,31.1075
49773,4.444,31.108125
49774,4.418,31.10875
49775,4.27,31.109375
49776,4.255,31.11
49777,4.268,31.110625
49778,4.289,31.11125
49779,4.258,31.111875
49780,4.254,31.1125
49781,4.246,31.113125
49782,4.175,31.11375
49783,4.188,31.114375
49784,4.213,31.115
49785,4.223,31.115625
49786,4.194,31.11625
49787,4.154,31.116875
49788,4.107,31.1175
49789,4.056,31.118125
