,ay,t
116952,5.493,73.095
116953,5.411,73.095625
116954,5.353,73.09625
116955,5.284,73.096875
116956,5.225,73.0975
116957,5.181,73.098125
116958,5.1,73.09875
116959,5.03,73.099375
116960,4.972,73.1
116961,4.924,73.100625
116962,4.875,73.10125
116963,4.838,73.101875
116964,4.828,73.1025
116965,4.761,73.103125
116966,4.695,73.10375
116967,4.642,73.104375
116968,4.669,73.105
116969,4.597,73.105625
116970,4.514,73.10625
116971,4.544,73.106875
116972,4.566,73.1075
116973,4.576,73.108125
116974,4.573,73.10875
116975,4.512,73.109375
116976,4.449,73.11
116977,4.383,73.110625
116978,4.309,73.11125
116979,4.288,73.111875
116980,4.27,73.1125
116981,4.222,73.113125
116982,4.237,73.11375
116983,4.269,73.114375
116984,4.305,73.115
116985,4.247,73.115625
116986,4.249,73.11625
116987,4.257,73.116875
116988,4.199,73.1175
116989,4.249,73.118125
116990,4.258,73.11875
116991,4.18,73.119375
116992,4.211,73.12
116993,4.211,73.120625
116994,4.195,73.12125
116995,4.195,73.121875
116996,4.205,73.1225
116997,4.208,73.123125
116998,4.191,73.12375
116999,4.212,73.124375
117000,4.237,73.125
117001,4.261,73.125625
117002,4.258,73.12625
117003,4.261,73.126875
117004,4.269,73.1275
117005,4.279,73.128125
117006,4.236,73.12875
117007,4.237,73.129375
117008,4.314,73.13
117009,4.297,73.130625
117010,4.265,73.13125
117011,4.224,73.131875
117012,4.2,73.1325
117013,4.215,73.133125
117014,4.222,73.13375
117015,4.188,73.134375
117016,4.185,73.135
117017,4.195,73.135625
117018,4.211,73.13625
117019,4.184,73.136875
117020,4.171,73.1375
117021,4.178,73.138125
117022,4.225,73.13875
117023,4.216,73.139375
117024,4.197,73.14
117025,4.18,73.140625
117026,4.235,73.14125
117027,4.213,73.141875
117028,4.156,73.1425
117029,4.179,73.143125
117030,4.203,73.14375
117031,4.216,73.144375
117032,4.21,73.145
117033,4.165,73.145625
117034,4.171,73.14625
117035,4.221,73.146875
117036,4.19,73.1475
117037,4.201,73.148125
117038,4.205,73.14875
117039,4.13,73.149375
117040,4.107,73.15
117041,4.053,73.150625
117042,3.945,73.15125
117043,3.858,73.151875
117044,3.805,73.1525
117045,3.767,73.153125
117046,3.672,73.15375
117047,3.623,73.154375
117048,3.577,73.155
117049,3.506,73.155625
117050,3.497,73.15625
117051,3.456,73.156875
117052,3.384,73.1575
117053,3.367,73.158125
117054,3.391,73.15875
117055,3.407,73.159375
117056,3.339,73.16
117057,3.235,73.160625
117058,3.203,73.16125
117059,3.28,73.161875
117060,3.456,73.1625
117061,3.612,73.163125
117062,3.767,73.16375
117063,3.983,73.164375
117064,4.571,73.165
117065,5.116,73.165625
117066,5.336,73.16625
