,numero,centroid
0,coupe_0,44.82905461222841
1,coupe_1,22.887020977612952
2,coupe_2,22.75198607839847
3,coupe_3,18.696338503716674
4,coupe_4,23.74595658248549
5,coupe_5,29.76831509018655
6,coupe_6,31.544801479790923
7,coupe_7,19.861474192347224
8,coupe_8,27.109066692355842
9,coupe_9,19.680300829014175
10,coupe_10,35.1169121044781
11,coupe_11,31.830477571977987
12,coupe_12,27.46450207549259
13,coupe_13,32.41154005876268
14,coupe_14,18.917808121704308
15,coupe_15,29.26366452616161
16,coupe_16,25.05170817421107
17,coupe_17,28.804230473622752
