,numero,intensitemax
0,coupe_0,-34.15174329547366
1,coupe_1,-28.263173824688806
2,coupe_2,-35.435098597211415
3,coupe_3,-42.58825179234827
4,coupe_4,-37.23237077260817
5,coupe_5,-40.0611774384721
6,coupe_6,-34.53705404887181
7,coupe_7,-42.297605705138864
8,coupe_8,-41.43417410608183
9,coupe_9,-41.24273735283488
10,coupe_10,-29.929103894584994
11,coupe_11,-36.94437248456546
12,coupe_12,-36.97306056332558
13,coupe_13,-41.99856150632941
14,coupe_14,-40.151116846540624
15,coupe_15,-34.437619338607355
