,numero,intensitemax
0,coupe_0,-30.33145250704729
1,coupe_1,-35.008069750892695
2,coupe_2,-49.743883613171256
3,coupe_3,-32.633718268388265
4,coupe_4,-34.78848840168686
5,coupe_5,-33.90212359452491
6,coupe_6,-30.323966007643946
7,coupe_7,-32.281409833992555
8,coupe_8,-30.529617597723426
9,coupe_9,-32.77272827879413
10,coupe_10,-33.3441685999098
11,coupe_11,-32.08951702137425
12,coupe_12,-33.63881997583529
13,coupe_13,-50.11438595908625
14,coupe_14,-36.29172716636387
15,coupe_15,-48.16317068080677
16,coupe_16,-38.92567018079001
17,coupe_17,-35.436762607571694
18,coupe_18,-54.21447115836188
19,coupe_19,-35.5705061019495
20,coupe_20,-53.00006230298091
