,numero,intensitemax
0,coupe_0,-32.663852122799184
1,coupe_1,-43.067486537636974
2,coupe_2,-41.83715153093013
3,coupe_3,-34.858185423992055
4,coupe_4,-34.51229824425458
5,coupe_5,-35.51754894680713
6,coupe_6,-33.1354238934878
7,coupe_7,-34.67861800767209
8,coupe_8,-34.67521526115225
9,coupe_9,-34.43922555538237
10,coupe_10,-36.13660937667421
11,coupe_11,-37.6017053875984
12,coupe_12,-31.7420356573721
13,coupe_13,-35.29900213443113
14,coupe_14,-35.607952904352956
15,coupe_15,-33.943623978117685
16,coupe_16,-36.30879403830263
17,coupe_17,-35.72925866281137
18,coupe_18,-41.75256079998792
