,numero,intensitemax
0,coupe_0,-36.2431979532175
1,coupe_1,-30.756099334362105
2,coupe_2,-34.77049250992352
3,coupe_3,-27.70072607220844
4,coupe_4,-33.64591427212873
5,coupe_5,-40.970511803070366
6,coupe_6,-29.382483467645606
7,coupe_7,-51.95037842885107
8,coupe_8,-28.716788902246254
9,coupe_9,-43.458200985427816
10,coupe_10,-35.27186404662284
11,coupe_11,-31.894064838814195
12,coupe_12,-37.011214967644975
13,coupe_13,-40.058159817556025
14,coupe_14,-33.96914725525579
15,coupe_15,-30.14857850630406
