,numero,intensitemax
0,coupe_0,-33.99244209270121
1,coupe_1,-35.98531846844483
2,coupe_2,-42.588997072425165
3,coupe_3,-42.944856673889625
4,coupe_4,-47.95158028771756
5,coupe_5,-34.74429898014116
6,coupe_6,-42.09329240179272
7,coupe_7,-35.94803295255746
8,coupe_8,-38.904180801676596
9,coupe_9,-41.15827859926769
10,coupe_10,-44.41017170521477
11,coupe_11,-40.95797869367857
12,coupe_12,-36.5135580994562
13,coupe_13,-37.46615552541172
14,coupe_14,-37.362555523290936
15,coupe_15,-37.5282714157978
16,coupe_16,-30.795269984120132
17,coupe_17,-37.075500497795765
