,numero,intensitemax
0,coupe_0,-34.4859428759935
1,coupe_1,-30.824480766807696
2,coupe_2,-33.39732689458805
3,coupe_3,-42.96906538550901
4,coupe_4,-42.619943990300946
5,coupe_5,-33.019556390566706
6,coupe_6,-38.12965944315462
7,coupe_7,-33.677778549763396
8,coupe_8,-33.225157154227986
9,coupe_9,-33.40403441043209
10,coupe_10,-42.76338183104376
11,coupe_11,-35.33958578018608
12,coupe_12,-29.320292992805335
13,coupe_13,-31.774497699373615
14,coupe_14,-40.101759317199395
15,coupe_15,-37.55251571410354
