,numero,intensitemax
0,coupe_0,-34.36391847721821
1,coupe_1,-47.852111259518075
2,coupe_2,-44.05063021359866
3,coupe_3,-42.904104526919006
4,coupe_4,-38.91257575138316
5,coupe_5,-44.44796023021322
6,coupe_6,-45.700231351964824
7,coupe_7,-47.08699820688047
8,coupe_8,-37.99619977628001
9,coupe_9,-30.768594956693747
10,coupe_10,-38.54967369197198
11,coupe_11,-43.949673634651106
12,coupe_12,-45.39081148773686
13,coupe_13,-52.39961044783654
14,coupe_14,-43.30807208507692
15,coupe_15,-42.95974328353071
