,numero,centroid
0,coupe_0,43.250148784598295
1,coupe_1,43.85904882804569
2,coupe_2,23.823768619034166
3,coupe_3,27.577658949742734
4,coupe_4,26.06080183573426
5,coupe_5,23.65503409977773
6,coupe_6,34.41992644564967
7,coupe_7,53.061037641481036
8,coupe_8,26.092013306386406
9,coupe_9,38.71251394913383
10,coupe_10,28.967857178302783
11,coupe_11,38.34417557598894
12,coupe_12,25.684022562981006
13,coupe_13,16.57261219114415
14,coupe_14,31.476794246467502
15,coupe_15,37.672182987386016
