,numero,intensitemax
0,coupe_0,-32.78934645377606
1,coupe_1,-46.20843581786956
2,coupe_2,-45.140688756034415
3,coupe_3,-35.29897624946864
4,coupe_4,-31.132262884757672
5,coupe_5,-35.19786803395839
6,coupe_6,-34.686591242442304
7,coupe_7,-44.02828505031038
8,coupe_8,-35.61910428918313
9,coupe_9,-39.855754129669464
10,coupe_10,-33.709099852835884
11,coupe_11,-38.695913218679024
12,coupe_12,-34.034264562045884
13,coupe_13,-35.767115659168944
14,coupe_14,-31.92732313463072
15,coupe_15,-34.77017036951384
16,coupe_16,-36.240608539007766
17,coupe_17,-37.392124846702536
