,numero,intensitemax
0,coupe_0,-38.03262811525006
1,coupe_1,-31.483111388606858
2,coupe_2,-38.17489559378024
3,coupe_3,-42.53539609832666
4,coupe_4,-35.632805114334445
5,coupe_5,-44.68784337815165
6,coupe_6,-32.78012557741225
7,coupe_7,-39.38280102589865
8,coupe_8,-36.63876931650044
9,coupe_9,-37.25392682416829
10,coupe_10,-40.62838141648194
11,coupe_11,-33.39213348792995
12,coupe_12,-35.13127461826139
13,coupe_13,-34.97153828465065
14,coupe_14,-32.84444519626233
15,coupe_15,-35.04023077131565
