,ay,t
19310,10.052,12.06875
19311,10.15,12.069375
19312,10.204,12.07
19313,10.23,12.070625
19314,10.235,12.07125
19315,10.251,12.071875
19316,10.252,12.0725
19317,10.277,12.073125
19318,10.389,12.07375
19319,10.437,12.074375
19320,10.449,12.075
19321,10.431,12.075625
19322,10.512,12.07625
19323,10.585,12.076875
19324,10.645,12.0775
19325,10.672,12.078125
19326,10.717,12.07875
19327,10.75,12.079375
19328,10.75,12.08
19329,10.734,12.080625
19330,10.763,12.08125
19331,10.833,12.081875
19332,10.901,12.0825
19333,10.955,12.083125
19334,10.984,12.08375
19335,10.964,12.084375
19336,11.007,12.085
19337,11.006,12.085625
19338,10.938,12.08625
19339,11.016,12.086875
19340,11.067,12.0875
19341,11.093,12.088125
19342,11.087,12.08875
19343,11.057,12.089375
19344,11.028,12.09
19345,11.014,12.090625
19346,11.023,12.09125
19347,11.021,12.091875
19348,11.008,12.0925
19349,11.005,12.093125
19350,10.976,12.09375
19351,10.947,12.094375
19352,10.951,12.095
19353,10.885,12.095625
19354,10.864,12.09625
19355,10.917,12.096875
19356,10.911,12.0975
19357,10.912,12.098125
19358,10.921,12.09875
19359,10.942,12.099375
19360,10.923,12.1
19361,10.919,12.100625
19362,10.963,12.10125
19363,10.931,12.101875
19364,10.925,12.1025
19365,10.95,12.103125
19366,10.983,12.10375
19367,11.001,12.104375
19368,11.029,12.105
19369,11.107,12.105625
19370,11.096,12.10625
19371,11.079,12.106875
19372,11.076,12.1075
19373,11.117,12.108125
19374,11.163,12.10875
19375,11.202,12.109375
19376,11.189,12.11
19377,11.23,12.110625
19378,11.291,12.11125
19379,11.358,12.111875
19380,11.35,12.1125
19381,11.309,12.113125
19382,11.254,12.11375
19383,11.315,12.114375
19384,11.346,12.115
19385,11.37,12.115625
19386,11.414,12.11625
19387,11.412,12.116875
19388,11.416,12.1175
19389,11.44,12.118125
19390,11.477,12.11875
19391,11.551,12.119375
19392,11.626,12.12
19393,11.599,12.120625
19394,11.642,12.12125
19395,11.675,12.121875
