,numero,intensitemax
0,coupe_0,-36.01797464756107
1,coupe_1,-35.63906473310732
2,coupe_2,-33.765338298246625
3,coupe_3,-47.64168703310223
4,coupe_4,-50.505266088421905
5,coupe_5,-47.748450569484376
6,coupe_6,-45.54751586979994
7,coupe_7,-45.49336077413735
8,coupe_8,-41.23271986512713
9,coupe_9,-47.24884028612533
10,coupe_10,-49.85430703927692
11,coupe_11,-44.47780430525672
12,coupe_12,-50.27173810687166
13,coupe_13,-45.76960197725101
14,coupe_14,-38.12828293986695
15,coupe_15,-44.18352202380512
16,coupe_16,-48.18347018309356
17,coupe_17,-45.60763053894579
