,numero,intensitemax
0,coupe_0,-38.41123462610149
1,coupe_1,-42.623795088827094
2,coupe_2,-44.18067250731124
3,coupe_3,-37.508484158081565
4,coupe_4,-34.46834544957841
5,coupe_5,-43.786632773923685
6,coupe_6,-39.625643613475816
7,coupe_7,-41.64563155345435
8,coupe_8,-46.090543346853686
9,coupe_9,-41.84227119109462
10,coupe_10,-39.59416420125002
11,coupe_11,-32.41525408405913
12,coupe_12,-38.48604656555124
13,coupe_13,-37.914699002967026
14,coupe_14,-37.41075161073736
15,coupe_15,-42.345287687786524
16,coupe_16,-35.16638938068059
17,coupe_17,-47.77056823015442
18,coupe_18,-45.30648875266066
