,numero,centroid
0,coupe_0,36.08344689533079
1,coupe_1,26.316379209401827
2,coupe_2,26.36538812121128
3,coupe_3,31.93644794248322
4,coupe_4,26.518836474947964
5,coupe_5,33.91058364149608
6,coupe_6,25.79388558617585
7,coupe_7,23.663942882022962
8,coupe_8,27.096536055084545
9,coupe_9,23.10886360063564
10,coupe_10,26.806431344523304
11,coupe_11,25.856670176402925
12,coupe_12,25.89181247191597
13,coupe_13,23.054930257983973
14,coupe_14,29.967041351691922
15,coupe_15,34.37116995942039
16,coupe_16,26.037544172876164
17,coupe_17,28.60256035535982
18,coupe_18,19.62497674381625
