,t,Vdb
0,0.0,278.0265234062448
1,4.535250230099599e-05,284.68027269007666
2,9.070500460199196e-05,280.5385330133757
3,0.0001360575069029,282.24651343867436
4,0.0001814100092039,283.28719057406875
5,0.0002267625115049,288.0206342818763
6,0.0002721150138059,292.05818352481407
7,0.0003174675161069,296.644693743194
8,0.0003628200184079,297.5916321528354
9,0.0004081725207089,299.88276584791714
10,0.0004535250230099,303.1335975527848
11,0.0004988775253109,304.0436269645165
12,0.0005442300276119,305.44306529668
13,0.0005895825299129,305.4456651343953
14,0.0006349350322139,304.7158836715926
15,0.0006802875345149,305.2454776345503
16,0.0007256400368159,302.79232762476636
17,0.0007709925391169,301.09904901475846
18,0.0008163450414179,301.0081698563184
19,0.0008616975437189,301.2241610651481
20,0.0009070500460199,301.00409675759266
21,0.0009524025483209,299.78096968812883
22,0.0009977550506219,299.49954303746966
23,0.0010431075529229,297.7964937913507
24,0.0010884600552239,295.26714949246934
25,0.0011338125575248,290.2364834016871
26,0.0011791650598258,286.3785501027131
27,0.0012245175621268,286.33524313330383
28,0.0012698700644278,285.5322247157692
29,0.0013152225667288,286.83857565638175
30,0.0013605750690298,284.8127120690067
31,0.0014059275713308,280.5794486546903
32,0.0014512800736318,280.7010983992074
33,0.0014966325759328,274.2191254554172
34,0.0015419850782338,273.47461452037396
35,0.0015873375805348,272.634049937401
36,0.0016326900828358,270.34436686329843
37,0.0016780425851368,273.2963299428038
38,0.0017233950874378,262.26308042323313
39,0.0017687475897388,263.2335701835391
40,0.0018141000920398,268.3769202213305
41,0.0018594525943408,269.93085914674833
42,0.0019048050966418,271.0247352300093
43,0.0019501575989428,275.1846371412681
44,0.0019955101012438,274.31800445459913
45,0.0020408626035448,265.16638257789174
46,0.0020862151058458,258.6438877982391
47,0.0021315676081468,261.57091592850213
48,0.0021769201104478,269.6263065399389
49,0.0022222726127488,273.68322708123316
50,0.0022676251150497,278.2785943611771
51,0.0023129776173507,269.130914169553
52,0.0023583301196517,260.2017959855186
53,0.0024036826219527,259.8456405307131
54,0.0024490351242537,254.39573427442457
55,0.0024943876265547,265.88260861739354
56,0.0025397401288557,267.8304500883545
57,0.0025850926311567,267.5129629546054
58,0.0026304451334577,274.01306491404364
59,0.0026757976357587,276.31601031844804
60,0.0027211501380597,273.71382021534464
61,0.0027665026403607,272.97444703177416
62,0.0028118551426617,266.08220037932375
63,0.0028572076449627,258.2126218841012
64,0.0029025601472637,252.5762470311598
65,0.0029479126495647,251.92761258530334
66,0.0029932651518657,267.83896253403896
67,0.0030386176541667,275.9502084640389
68,0.0030839701564677,283.3043325118777
69,0.0031293226587687,285.7315087277169
70,0.0031746751610697,287.04811321278333
71,0.0032200276633707,289.3803134522866
72,0.0032653801656717,289.4659369333477
73,0.0033107326679727,287.46712875357304
74,0.0033560851702737,285.6233525919978
75,0.0034014376725746,283.9593110457363
76,0.0034467901748756,282.74739948115274
77,0.0034921426771766,287.1821842172771
78,0.0035374951794776,288.46544224026206
79,0.0035828476817786,291.30366009492576
80,0.0036282001840796,292.161564642608
81,0.0036735526863806,291.2322700049369
82,0.0037189051886816,292.6213477642052
83,0.0037642576909826,292.264633898508
84,0.0038096101932836,291.1537860425178
85,0.0038549626955846,286.266367126452
86,0.0039003151978856,276.1850926078325
87,0.0039456677001866,262.7139271376583
88,0.0039910202024876,238.19537019374587
89,0.0040363727047886,240.58512455227822
90,0.0040817252070896,264.2133867878082
91,0.0041270777093906,266.23868025382836
92,0.0041724302116916,253.87576352721535
93,0.0042177827139926,256.0058117075579
94,0.0042631352162936,255.0878864600407
95,0.0043084877185946,259.80065544234935
96,0.0043538402208956,265.33492903937594
97,0.0043991927231966,258.5835331180859
98,0.0044445452254976,265.4126432838627
99,0.0044898977277986,267.9890387241045
100,0.0045352502300995,265.12464676092713
101,0.0045806027324005,273.87578530086085
102,0.0046259552347015,280.0530595142434
103,0.0046713077370025,285.7055719392161
104,0.0047166602393035,286.2452120786843
105,0.0047620127416045,282.8669581345822
106,0.0048073652439055,277.9692538138324
107,0.0048527177462065,273.05847252308786
108,0.0048980702485075,272.996653826661
109,0.0049434227508085,271.51084522119356
110,0.0049887752531095,274.23438864783134
111,0.0050341277554105,279.2488909142469
112,0.0050794802577115,287.81531843902815
113,0.0051248327600125,294.46145009189075
114,0.0051701852623135,297.0060699587883
115,0.0052155377646145,298.3674268462733
116,0.0052608902669155,299.6344417048356
117,0.0053062427692165,300.79143603358796
118,0.0053515952715175,300.9134446108266
119,0.0053969477738185,302.6830690216914
120,0.0054423002761195,305.11014236957806
121,0.0054876527784205,306.10670622173694
122,0.0055330052807215,306.62154509576607
123,0.0055783577830225,305.66334280863776
124,0.0056237102853235,304.57413739553124
125,0.0056690627876244,303.6780117776284
126,0.0057144152899254,303.92337883518115
127,0.0057597677922264,304.39039658798686
128,0.0058051202945274,303.9412990634752
129,0.0058504727968284,303.0718768692118
130,0.0058958252991294,301.3046776569756
131,0.0059411778014304,298.4962270762248
132,0.0059865303037314,297.67134279292776
133,0.0060318828060324,299.19837700467616
134,0.0060772353083334,299.336799770689
135,0.0061225878106344,299.71552617879763
136,0.0061679403129354,300.38002332104577
137,0.0062132928152364,301.3508937898785
138,0.0062586453175374,302.4799051594388
139,0.0063039978198384,303.7367761692502
140,0.0063493503221394,303.31176897342294
141,0.0063947028244404,303.3438636850726
142,0.0064400553267414,305.141320127202
143,0.0064854078290424,306.4004838581635
144,0.0065307603313434,307.00370320961673
145,0.0065761128336444,306.0302899646628
146,0.0066214653359454,306.47995235738495
147,0.0066668178382464,307.0695365859768
148,0.0067121703405474,306.70117546396875
149,0.0067575228428484,306.25820886067925
150,0.0068028753451493,305.6970240761667
151,0.0068482278474503,305.8705990530452
152,0.0068935803497513,304.94324443059963
153,0.0069389328520523,303.3518896700373
154,0.0069842853543533,302.4988889378162
155,0.0070296378566543,300.84976771698496
156,0.0070749903589553,298.07735956157967
157,0.0071203428612563,299.2924310083283
158,0.0071656953635573,301.203223920396
159,0.0072110478658583,302.403184963692
160,0.0072564003681593,305.0166296776039
161,0.0073017528704603,306.65681582221475
162,0.0073471053727613,307.4036187460067
163,0.0073924578750623,307.2907122731626
164,0.0074378103773633,307.02873594692153
165,0.0074831628796643,307.21495197834815
166,0.0075285153819653,306.41241509105
167,0.0075738678842663,304.27739688578254
168,0.0076192203865673,301.21866677577003
169,0.0076645728888683,298.6357448365272
170,0.0077099253911693,295.6451179325167
171,0.0077552778934703,293.1769072303922
172,0.0078006303957713,289.603789718344
173,0.0078459828980723,285.76943618262254
174,0.0078913354003733,280.26931867834327
175,0.0079366879026742,280.5268121667427
176,0.0079820404049752,288.5457039402699
177,0.0080273929072762,287.58674364314965
178,0.0080727454095772,285.8150637927883
179,0.0081180979118782,281.56745858250514
180,0.0081634504141792,274.8428541755009
181,0.0082088029164802,268.0687956076373
182,0.0082541554187812,261.0749028575009
183,0.0082995079210822,259.8459913153146
184,0.0083448604233832,264.10797788920985
185,0.0083902129256842,266.63781779519
186,0.0084355654279852,260.3278695221757
187,0.0084809179302862,262.6772580734792
188,0.0085262704325872,257.49889922462023
189,0.0085716229348882,252.94376317023472
190,0.0086169754371892,270.9637616371124
191,0.0086623279394902,276.5383252977458
192,0.0087076804417912,275.0288431127374
193,0.0087530329440922,272.53389276748163
194,0.0087983854463932,251.03215239551946
195,0.0088437379486942,236.71283614660206
196,0.0088890904509952,244.33552711776116
197,0.0089344429532962,256.10694310149546
198,0.0089797954555972,260.6082093132703
199,0.0090251479578982,228.38596576243157
200,0.0090705004601991,244.2273500599781
201,0.0091158529625001,255.47600600545672
202,0.0091612054648011,268.2283471671828
203,0.0092065579671021,274.7467031158031
204,0.0092519104694031,279.34071989709605
205,0.0092972629717041,281.3420478441806
206,0.0093426154740051,280.34486651183397
207,0.0093879679763061,279.7901277038425
208,0.0094333204786071,278.0914744053747
209,0.0094786729809081,271.8908634915618
210,0.0095240254832091,268.3278783127149
211,0.0095693779855101,263.1749768854704
212,0.0096147304878111,248.1803350965531
213,0.0096600829901121,236.67123080630205
214,0.0097054354924131,255.9767452192624
215,0.0097507879947141,263.4227420668683
216,0.0097961404970151,272.3446628154014
217,0.0098414929993161,271.2717411704579
218,0.0098868455016171,269.4401440169233
219,0.0099321980039181,257.43296087832016
220,0.0099775505062191,212.47395799111462
221,0.0100229030085201,248.3146824142886
222,0.0100682555108211,257.1214494753969
223,0.0101136080131221,268.62562188021286
224,0.0101589605154231,279.3391901136731
225,0.010204313017724,277.57046956929526
226,0.010249665520025,276.28516548368293
227,0.010295018022326,278.11361281970466
228,0.010340370524627,277.2469992699575
229,0.010385723026928,268.8512614869235
230,0.010431075529229,257.95242197612845
231,0.01047642803153,265.01209555318326
232,0.010521780533831,266.2221817678955
233,0.010567133036132,265.1915999246726
234,0.010612485538433,244.57926979137108
235,0.010657838040734,239.78454935506943
236,0.010703190543035,254.39584196263274
237,0.010748543045336,253.50248393386747
238,0.010793895547637,250.49617618976143
239,0.010839248049938,247.26663578148506
240,0.010884600552239,203.23131288951683
241,0.01092995305454,232.19714022934176
242,0.010975305556841,240.08096635308482
243,0.011020658059142,269.393440887944
244,0.011066010561443,280.9063746253152
245,0.011111363063744,286.4451980998267
246,0.011156715566045,289.40329081334994
247,0.011202068068346,292.34252119894103
248,0.011247420570647,294.1565029104671
249,0.011292773072948,297.944003924374
250,0.0113381255752489,301.09397610864687
251,0.0113834780775499,303.6861307295187
252,0.0114288305798509,304.3148394122593
253,0.0114741830821519,304.993760106322
254,0.0115195355844529,306.2425805641017
255,0.0115648880867539,306.48230493254323
256,0.0116102405890549,306.85520993238873
257,0.0116555930913559,306.5831426971438
258,0.0117009455936569,304.91522552706715
259,0.0117462980959579,300.99566808617533
260,0.0117916505982589,294.78541845080593
261,0.0118370031005599,283.97619889735773
262,0.0118823556028609,274.10342358848834
263,0.0119277081051619,256.3112233581381
264,0.0119730606074629,251.63647258669894
265,0.0120184131097639,269.05668138602505
266,0.0120637656120649,275.6638535151958
267,0.0121091181143659,277.9157035441157
268,0.0121544706166669,277.5485729754251
269,0.0121998231189679,279.77091593466145
270,0.0122451756212689,283.7874170835981
271,0.0122905281235699,290.5479283535061
272,0.0123358806258709,296.17070017685086
273,0.0123812331281719,298.4998465179259
274,0.0124265856304729,299.1422737500826
275,0.0124719381327738,295.70111974833014
276,0.0125172906350748,293.4762863273429
277,0.0125626431373758,293.77068116322124
278,0.0126079956396768,292.66044183885117
279,0.0126533481419778,289.136140512999
280,0.0126987006442788,281.7937189897974
281,0.0127440531465798,275.31592874156536
282,0.0127894056488808,266.6307692472092
283,0.0128347581511818,256.9192658002935
284,0.0128801106534828,236.92335266780987
285,0.0129254631557838,259.5428812122787
286,0.0129708156580848,277.32740206592604
287,0.0130161681603858,288.0647888683883
288,0.0130615206626868,289.1483078041463
289,0.0131068731649878,289.526372415702
290,0.0131522256672888,289.7308753425813
291,0.0131975781695898,288.78335236859334
292,0.0132429306718908,292.72802628005127
293,0.0132882831741918,294.2975090522166
294,0.0133336356764928,292.860223363674
295,0.0133789881787938,288.12172770180246
296,0.0134243406810948,278.97194628505423
297,0.0134696931833958,250.81096709403823
298,0.0135150456856968,253.5868599145631
299,0.0135603981879978,270.0030293201339
300,0.0136057506902987,278.5414161101313
301,0.0136511031925997,284.12704662112344
302,0.0136964556949007,284.292388826834
303,0.0137418081972017,285.1988756644694
304,0.0137871606995027,285.60554622360405
305,0.0138325132018037,286.22643453637374
306,0.0138778657041047,290.0556412097334
307,0.0139232182064057,292.6014310539532
308,0.0139685707087067,297.2142233941043
309,0.0140139232110077,298.8302117664996
310,0.0140592757133087,299.3683301084329
311,0.0141046282156097,300.038985494219
312,0.0141499807179107,298.61768767819933
313,0.0141953332202117,297.20837718769286
314,0.0142406857225127,295.9923102998922
315,0.0142860382248137,293.41112396140636
316,0.0143313907271147,287.51973893809935
317,0.0143767432294157,277.754425200204
318,0.0144220957317167,261.8211009325972
319,0.0144674482340177,247.05938326288535
320,0.0145128007363187,260.0437062190006
321,0.0145581532386197,269.76208026988036
322,0.0146035057409207,276.7786306619611
323,0.0146488582432217,281.7573118840734
324,0.0146942107455227,288.9909563169325
325,0.0147395632478236,293.82220240187144
326,0.0147849157501246,294.4628849105916
327,0.0148302682524256,294.0712311128797
328,0.0148756207547266,294.2306924258352
329,0.0149209732570276,296.648549926384
330,0.0149663257593286,299.9519709428937
331,0.0150116782616296,302.3831445109183
332,0.0150570307639306,303.0081092233346
333,0.0151023832662316,305.10291237213363
334,0.0151477357685326,304.89727523985357
335,0.0151930882708336,304.50878480348524
336,0.0152384407731346,304.13885993055567
337,0.0152837932754356,301.50096480919365
338,0.0153291457777366,300.93445536144577
339,0.0153744982800376,299.7150650907574
340,0.0154198507823386,297.6117804088169
341,0.0154652032846396,294.7697640504081
342,0.0155105557869406,293.95868440653703
343,0.0155559082892416,293.82479189541334
344,0.0156012607915426,293.64416382807076
345,0.0156466132938436,291.58641495774964
346,0.0156919657961446,286.03497752189844
347,0.0157373182984456,279.04034589717617
348,0.0157826708007466,271.3717925396248
349,0.0158280233030475,267.84402184195847
350,0.0158733758053485,265.6077922368872
351,0.0159187283076495,262.73018659915977
352,0.0159640808099505,259.0227827397688
353,0.0160094333122515,254.84370308104673
354,0.0160547858145525,241.24207080888436
355,0.0161001383168535,204.38785459514753
356,0.0161454908191545,249.13075871234977
357,0.0161908433214555,251.0248829572676
358,0.0162361958237565,254.71055711815777
359,0.0162815483260575,275.0556042884235
360,0.0163269008283585,280.165004809375
361,0.0163722533306595,279.2567734817042
362,0.0164176058329605,265.43437958396527
363,0.0164629583352615,234.65725202451034
364,0.0165083108375625,276.55548105946696
365,0.0165536633398635,286.9149770129924
366,0.0165990158421645,292.91789077776775
367,0.0166443683444655,297.1931952366659
368,0.0166897208467665,300.42248530544475
369,0.0167350733490675,301.40406925867217
370,0.0167804258513685,300.05800620788995
371,0.0168257783536695,301.00541576210776
372,0.0168711308559705,300.9374661882111
373,0.0169164833582715,300.5493449220327
374,0.0169618358605725,301.0492639863485
375,0.0170071883628734,299.2294013098975
376,0.0170525408651744,295.49252844675027
