,numero,centroid
0,coupe_0,21.167725037287536
1,coupe_1,19.277993977244996
2,coupe_2,19.852696068715854
3,coupe_3,18.185610694840495
4,coupe_4,18.975184725439902
5,coupe_5,16.816190700836852
6,coupe_6,19.547936342815476
7,coupe_7,20.478312607019035
8,coupe_8,19.067136410815284
9,coupe_9,18.41449384472977
10,coupe_10,17.727215904293416
11,coupe_11,18.06974285109813
12,coupe_12,19.0398580344215
13,coupe_13,17.56331007315378
14,coupe_14,24.298426266712454
15,coupe_15,20.27087971790938
16,coupe_16,17.49144410469174
17,coupe_17,17.22619654211406
18,coupe_18,20.764452326303577
