,numero,centroid
0,coupe_0,37.738426843369794
1,coupe_1,39.494829871673595
2,coupe_2,37.32718395044984
3,coupe_3,27.90174626374759
4,coupe_4,28.66683238507686
5,coupe_5,28.112573751959854
6,coupe_6,32.19321271521378
7,coupe_7,33.86716154940928
8,coupe_8,33.549310517723185
9,coupe_9,37.80715630402732
10,coupe_10,52.212112461905654
11,coupe_11,48.54578510092155
12,coupe_12,28.648437040510544
13,coupe_13,29.879735540725598
14,coupe_14,57.0328917699803
15,coupe_15,39.46481905189941
