,numero,intensitemax
0,coupe_0,-38.255032492432264
1,coupe_1,-33.38415372872665
2,coupe_2,-45.66863407908188
3,coupe_3,-46.028157941380236
4,coupe_4,-47.332503651653546
5,coupe_5,-40.49923544791174
6,coupe_6,-43.731461402989886
7,coupe_7,-47.54857498902722
8,coupe_8,-41.247145956467655
9,coupe_9,-46.22269228519356
10,coupe_10,-47.451024609467716
11,coupe_11,-43.205091400558366
12,coupe_12,-45.994925850552086
13,coupe_13,-45.94847077315242
14,coupe_14,-45.04069074996573
15,coupe_15,-45.59478039288679
