,numero,centroid
0,coupe_0,23.966085407275106
1,coupe_1,28.883022591588766
2,coupe_2,19.836359702996038
3,coupe_3,19.979928363138534
4,coupe_4,17.347174497928975
5,coupe_5,20.89750424939309
6,coupe_6,21.606052281288047
7,coupe_7,19.23547894046523
8,coupe_8,16.387960966116324
9,coupe_9,17.49299661227226
10,coupe_10,18.03756196329956
11,coupe_11,19.476461044657782
12,coupe_12,21.76665500477578
13,coupe_13,17.880697244729188
14,coupe_14,17.472840657988716
15,coupe_15,17.006857168448974
16,coupe_16,17.616205843709277
17,coupe_17,20.46507726734487
