,numero,intensitemax
0,coupe_0,-49.250236198286245
1,coupe_1,-29.450763845411497
2,coupe_2,-25.942730208979505
3,coupe_3,-25.96735786619527
4,coupe_4,-25.576447262768077
5,coupe_5,-34.30396085428088
6,coupe_6,-27.01369888830439
7,coupe_7,-24.27190073432702
8,coupe_8,-30.775289827825834
9,coupe_9,-27.40457834616891
10,coupe_10,-27.689582481818604
11,coupe_11,-28.7082880903681
12,coupe_12,-34.24476181755569
13,coupe_13,-27.601432527165187
14,coupe_14,-28.089726779765304
15,coupe_15,-26.786665571209735
16,coupe_16,-30.79033368377196
17,coupe_17,-26.234139317295874
