,numero,centroid
0,coupe_0,96.68704203049569
1,coupe_1,37.467592810398955
2,coupe_2,23.617216277971416
3,coupe_3,34.44467802012987
4,coupe_4,52.29030803351529
5,coupe_5,37.83204931209797
6,coupe_6,30.997891369797347
7,coupe_7,54.10085534891207
8,coupe_8,51.9416419596775
9,coupe_9,36.903258155096324
10,coupe_10,39.779271526620064
11,coupe_11,27.320306412094652
12,coupe_12,18.502672022843193
13,coupe_13,45.52276432296021
14,coupe_14,30.82360269660625
15,coupe_15,39.4576129142748
16,coupe_16,62.588066149983604
17,coupe_17,37.01676946278381
