,numero,centroid
0,coupe_0,37.18654556033761
1,coupe_1,38.62932755343142
2,coupe_2,48.92903402034548
3,coupe_3,28.304646671718274
4,coupe_4,25.713674640053277
5,coupe_5,38.72237620961915
6,coupe_6,34.814623986883795
7,coupe_7,30.280602575911406
8,coupe_8,40.75887319832791
9,coupe_9,36.47353604224298
10,coupe_10,29.387523742988364
11,coupe_11,33.15895684522449
12,coupe_12,29.920442659353014
13,coupe_13,31.638199045237304
14,coupe_14,37.18878716317189
15,coupe_15,42.904404676885726
