,numero,intensitemax
0,coupe_0,-30.965449650866447
1,coupe_1,-36.01264220356046
2,coupe_2,-42.92039021504977
3,coupe_3,-36.04242712707374
4,coupe_4,-46.895400402626635
5,coupe_5,-34.58688003239368
6,coupe_6,-35.9840578896752
7,coupe_7,-40.58668597410537
8,coupe_8,-36.205999675412095
9,coupe_9,-38.18553411328874
10,coupe_10,-35.90615702995016
11,coupe_11,-45.29735629112662
12,coupe_12,-33.1288015313427
13,coupe_13,-28.846567619843285
14,coupe_14,-33.5873026990616
15,coupe_15,-38.84786445419484
16,coupe_16,-31.48685180673107
17,coupe_17,-38.689389953354635
