,numero,intensitemax
0,coupe_0,-43.70461206738328
1,coupe_1,-50.05457356831275
2,coupe_2,-52.60790377054824
3,coupe_3,-37.056170513062064
4,coupe_4,-44.14537886284074
5,coupe_5,-37.68322113231072
6,coupe_6,-38.43960818541339
7,coupe_7,-36.44273322693424
8,coupe_8,-41.96865807931963
9,coupe_9,-36.5557132465309
10,coupe_10,-45.52018640253245
11,coupe_11,-63.165108711155504
12,coupe_12,-46.644993934351746
13,coupe_13,-37.425489752671766
14,coupe_14,-46.66319542073822
15,coupe_15,-26.830563377942234
