,numero,intensitemax
0,coupe_0,-29.556800606948116
1,coupe_1,-32.52605060520812
2,coupe_2,-37.65989056791533
3,coupe_3,-34.00477575329035
4,coupe_4,-28.26379140649124
5,coupe_5,-35.75358093657055
6,coupe_6,-31.03537424682619
7,coupe_7,-44.96610297239922
8,coupe_8,-43.11023595527652
9,coupe_9,-35.04976539171112
10,coupe_10,-33.65728130859371
11,coupe_11,-39.43429702104892
12,coupe_12,-34.01478301563773
13,coupe_13,-32.044214469085446
14,coupe_14,-31.1348677478668
15,coupe_15,-28.523577443378546
