,numero,centroid
0,coupe_0,29.55671117559302
1,coupe_1,25.288326579634422
2,coupe_2,22.197188963272673
3,coupe_3,25.24406967772557
4,coupe_4,25.392335984774075
5,coupe_5,23.217497692618352
6,coupe_6,33.07996654436552
7,coupe_7,29.739740520300415
8,coupe_8,23.041534675107062
9,coupe_9,27.54384038931354
10,coupe_10,34.6154172633755
11,coupe_11,33.61238418116588
12,coupe_12,42.0385742608535
13,coupe_13,31.82325351570175
14,coupe_14,30.094381706025068
15,coupe_15,30.903501882470977
16,coupe_16,22.088464771984345
17,coupe_17,26.10511265028248
18,coupe_18,30.849161742974708
