,numero,intensitemax
0,coupe_0,-37.88452946314412
1,coupe_1,-41.23230190859416
2,coupe_2,-33.7952780450843
3,coupe_3,-32.22566615605764
4,coupe_4,-43.628487141939836
5,coupe_5,-31.93441867016327
6,coupe_6,-36.17760681483374
7,coupe_7,-41.40513117051337
8,coupe_8,-34.48520293470837
9,coupe_9,-30.887874921036147
10,coupe_10,-41.79829137668777
11,coupe_11,-49.56256907420438
12,coupe_12,-35.538013739899576
13,coupe_13,-40.00912917683817
14,coupe_14,-41.18710859067238
15,coupe_15,-27.367680800202578
