,numero,centroid
0,coupe_0,17.747358661057216
1,coupe_1,15.481843869255714
2,coupe_2,19.35775974510259
3,coupe_3,15.80816978621616
4,coupe_4,13.611450718956169
5,coupe_5,15.195908435856749
6,coupe_6,22.547492466019698
7,coupe_7,39.725671322719755
8,coupe_8,20.415206068244938
9,coupe_9,17.924858451494043
10,coupe_10,17.441568192778472
11,coupe_11,16.28110603275434
12,coupe_12,16.95671398477195
13,coupe_13,20.26345239835378
14,coupe_14,21.66266986752543
15,coupe_15,18.897663442107138
