numero,intensitemax
coupe_0,-35.62600368135349
coupe_1,-37.974556890096025
coupe_2,-35.50806490856126
coupe_3,-34.170403593819316
coupe_4,-41.346171599660636
coupe_5,-35.589083211531445
coupe_6,-37.898389154264066
coupe_7,-37.17494091910305
coupe_8,-33.569589875940025
coupe_9,-39.35022137573627
coupe_10,-35.50421431727406
coupe_11,-36.405651479296985
coupe_12,-35.41218160530761
coupe_13,-34.38321828040515
coupe_14,-42.34284312219347
