,numero,intensitemax
0,coupe_0,-34.176920028388984
1,coupe_1,-36.60160588540185
2,coupe_2,-38.48489877487718
3,coupe_3,-46.41750789134984
4,coupe_4,-40.57692090328737
5,coupe_5,-53.164025652061966
6,coupe_6,-31.97519420285374
7,coupe_7,-38.92523122277793
8,coupe_8,-30.55067020167639
9,coupe_9,-38.70213048418707
10,coupe_10,-39.37728169668174
11,coupe_11,-35.01995322861218
12,coupe_12,-34.48013908029803
13,coupe_13,-39.55435166739946
14,coupe_14,-29.382349651381293
15,coupe_15,-33.83675249520895
