,t,Vdbx
0,87.103125,141.72506047634323
1,87.10375,141.76697504577058
2,87.104375,141.8382609335216
3,87.105,141.8845297044408
4,87.105625,141.90896653076243
5,87.10625,141.91384565679584
6,87.106875,141.92568356489727
7,87.1075,141.9673359287866
8,87.108125,142.00465303929013
9,87.10875,141.9673359287866
10,87.109375,141.98808744691087
11,87.11,142.01154605579194
12,87.110625,142.01567924151735
13,87.11125,142.0094787251531
14,87.111875,142.00120447862307
15,87.1125,141.99085057390664
16,87.113125,141.9770261405601
17,87.11375,141.9832498585719
18,87.114375,141.97495057649635
19,87.115,141.91663249876666
20,87.115625,141.89291579211908
21,87.11625,141.8473939925824
22,87.116875,141.7733510508481
23,87.1175,141.73217889145894
24,87.118125,141.67578376575958
25,87.11875,141.61397245742256
26,87.119375,141.56478507619332
27,87.12,141.4919408918008
28,87.120625,141.41995593986846
29,87.12125,141.36000452290344
30,87.121875,141.2380926743234
31,87.1225,141.14266734498173
32,87.123125,141.07616119841316
33,87.12375,141.0477219077875
34,87.124375,140.9579524702882
35,87.125,140.85465959243442
36,87.125625,140.77160851923156
37,87.12625,140.6997843257537
38,87.126875,140.60551605778576
39,87.1275,140.48478612138186
40,87.128125,140.36735156775688
41,87.12875,140.29209066872102
42,87.129375,140.22633286733742
43,87.13,140.1079006377341
44,87.130625,140.00954922748912
45,87.13125,139.93198445400333
46,87.131875,139.87841917602572
47,87.1325,139.75421886260614
48,87.133125,139.6779358265261
49,87.13375,139.637277819827
50,87.134375,139.57273896768947
51,87.135,139.4911548970716
52,87.135625,139.4041471761371
53,87.13625,139.3153192836537
54,87.136875,139.21987417884674
55,87.1375,139.14543959985886
56,87.138125,139.08870972656965
57,87.13875,138.97119324217923
58,87.139375,138.91823033638548
59,87.14,138.88372922567376
60,87.140625,138.78938661687062
61,87.14125,138.7473483503458
62,87.141875,138.69097895332294
63,87.1425,138.5945075675601
64,87.143125,138.54535361621765
65,87.14375,138.506241829993
66,87.144375,138.475239216574
67,87.145,138.44724193569579
68,87.145625,138.4014224859505
69,87.14625,138.35221051499735
70,87.146875,138.31327207011546
71,87.1475,138.2900364565463
72,87.148125,138.26673851865246
73,87.14875,138.23805992088066
74,87.149375,138.15145157597104
75,87.15,138.08781840024724
76,87.150625,138.0400578270146
77,87.15125,138.00734257312942
78,87.151875,137.99750392042023
79,87.1525,137.98546374635208
80,87.153125,137.95913620013903
81,87.15375,137.96572557178246
82,87.154375,137.91728702494598
83,87.155,137.8385506844135
84,87.155625,137.8541327561133
85,87.15625,137.80059172326833
86,87.156875,137.7512208186002
87,87.1575,137.7703292214989
88,87.158125,137.73545286108876
89,87.15875,137.68457539265208
90,87.159375,137.62198436778033
91,87.16,137.5485788157644
92,87.160625,137.5070139315858
93,87.16125,137.46757472818283
94,87.161875,137.37758892474176
95,87.1625,137.36348081719277
96,87.163125,137.35641816091146
97,87.16375,137.33165354127098
98,87.164375,137.18997116375553
99,87.165,137.07031393513856
100,87.165625,136.9957564847537
101,87.16625,137.06544448041367
102,87.166875,136.98224332369153
103,87.1675,136.85842241519964
104,87.168125,136.77446380062744
105,87.16875,136.75303115692785
106,87.169375,136.69731159800077
107,87.17,136.5989339188327
108,87.170625,136.5641722893589
109,87.17125,136.53186107868098
110,87.171875,136.48512075259364
111,87.1725,136.38297885614267
112,87.173125,136.39219465503172
113,87.17375,136.3645178722791
114,87.174375,136.23953888673907
115,87.175,136.16557019165535
116,87.175625,136.06641047157507
117,87.17625,135.9522746030615
118,87.176875,135.87580769381637
119,87.1775,135.81836390429157
120,87.178125,135.73644758998375
121,87.17875,135.59192982515648
122,87.179375,135.5586809767556
123,87.18,135.4742665055404
124,87.180625,135.3252818130399
125,87.18125,135.34460196221437
126,87.181875,135.28352264780662
127,87.1825,135.15399250175477
128,87.183125,134.94046354903256
129,87.18375,134.89993348077118
130,87.184375,134.89055346945133
131,87.185,134.86392162897403
132,87.185625,134.76926878923905
133,87.18625,134.66555067865164
134,87.186875,134.55895419089592
135,87.1875,134.46582892955166
136,87.188125,134.40649434834884
137,87.18875,134.36006336534035
138,87.189375,134.3100389058657
139,87.19,134.22264144613683
140,87.190625,134.1275271167938
141,87.19125,134.03308634651498
142,87.191875,133.99848805484953
143,87.1925,133.85165124549818
144,87.193125,133.69331728051722
145,87.19375,133.70587562773568
146,87.194375,133.62844311442018
147,87.195,133.55213905440988
148,87.195625,133.50823387429728
149,87.19625,133.489874345927
150,87.196875,133.47147592846102
151,87.1975,133.45119255526552
152,87.198125,133.42716006886982
153,87.19875,133.25893228665248
154,87.199375,133.10276869622766
155,87.2,133.10276869622766
156,87.200625,133.08545654195422
157,87.20125,133.04492682006645
158,87.201875,132.98280128288437
159,87.2025,132.99642926449133
160,87.203125,132.98085268172352
161,87.20375,132.9417885743311
162,87.204375,132.88877178935675
163,87.205,132.85720105168983
164,87.205625,132.8393919540412
165,87.20625,132.8314650635635
166,87.206875,132.73978203624458
167,87.2075,132.64509553369427
168,87.208125,132.58003238573986
169,87.20875,132.70364097312535
170,87.209375,132.7457909535635
171,87.21,132.72775171626313
172,87.210625,132.63901652518433
173,87.21125,132.6004170222682
174,87.211875,132.60448821504863
175,87.2125,132.64306967021267
176,87.213125,132.54731713185467
177,87.21375,132.50419050763762
178,87.214375,132.48151462291366
