,numero,centroid
0,coupe_0,27.57657083266039
1,coupe_1,15.83404525073979
2,coupe_2,17.77595416868787
3,coupe_3,15.112210267203283
4,coupe_4,15.531824770707727
5,coupe_5,15.223301336612275
6,coupe_6,17.8629532439297
7,coupe_7,26.03311002937263
8,coupe_8,18.707688532379436
9,coupe_9,24.098232974625773
10,coupe_10,16.175189782938908
11,coupe_11,36.81189644739047
12,coupe_12,22.987887649251174
13,coupe_13,27.376293236788733
14,coupe_14,15.905395700644759
15,coupe_15,15.377338625165445
16,coupe_16,20.474635667521017
17,coupe_17,16.490225854793536
18,coupe_18,15.108903219726404
