,numero,intensitemax
0,coupe_0,-30.13425595577472
1,coupe_1,-35.90097982370891
2,coupe_2,-41.490539653145156
3,coupe_3,-43.28835773648949
4,coupe_4,-41.071304601898504
5,coupe_5,-31.27936055524184
6,coupe_6,-33.745035737704555
7,coupe_7,-38.020115219110785
8,coupe_8,-38.92067927602835
9,coupe_9,-41.368801513919436
10,coupe_10,-42.42739254286544
11,coupe_11,-40.826994656779114
12,coupe_12,-47.52845609307361
13,coupe_13,-40.37725113711946
14,coupe_14,-39.78956288131091
15,coupe_15,-30.82465054567151
