,numero,centroid
0,coupe_0,63.63637876304358
1,coupe_1,22.273329608692602
2,coupe_2,32.56808221816049
3,coupe_3,39.971922889462874
4,coupe_4,25.101400180534224
5,coupe_5,31.478359614355433
6,coupe_6,33.77327063540705
7,coupe_7,36.793275280779945
8,coupe_8,42.83072120366288
9,coupe_9,37.21677886110001
10,coupe_10,36.99530440876066
11,coupe_11,26.735104189901687
12,coupe_12,31.818784035330665
13,coupe_13,42.31603369073514
14,coupe_14,36.84323117800903
15,coupe_15,26.262840266614834
16,coupe_16,33.27755924592964
17,coupe_17,48.58800909835867
