,numero,intensitemax
0,coupe_0,-31.476825726890286
1,coupe_1,-27.74561819425424
2,coupe_2,-31.80373003976753
3,coupe_3,-38.308788072984996
4,coupe_4,-33.1120707405059
5,coupe_5,-31.435929944528368
6,coupe_6,-30.532305237558358
7,coupe_7,-41.58542481539838
8,coupe_8,-31.0760759279788
9,coupe_9,-26.68477497194563
10,coupe_10,-31.445386323372183
11,coupe_11,-39.21012359083558
12,coupe_12,-36.217230051557706
13,coupe_13,-29.926686880577602
14,coupe_14,-27.242208851529497
15,coupe_15,-25.594269176511986
