numero,intensitemax
coupe_0,-39.37318353199995
coupe_1,-38.61542923463357
coupe_2,-50.83197547409956
coupe_3,-41.05740589686991
coupe_4,-44.50566271260431
coupe_5,-41.88869832439342
coupe_6,-39.715697987235465
coupe_7,-37.010138484314055
coupe_8,-39.32386140011627
coupe_9,-38.51639854148657
coupe_10,-36.530725324078254
coupe_11,-40.72555707282062
coupe_12,-28.928455916507765
coupe_13,-36.1751146125593
coupe_14,-42.09817303484347
