,ax,t
19306,3.42,12.06625
19307,3.234,12.066875
19308,3.119,12.0675
19309,3.002,12.068125
19310,2.877,12.06875
19311,2.741,12.069375
19312,2.626,12.07
19313,2.513,12.070625
19314,2.375,12.07125
19315,2.258,12.071875
19316,2.137,12.0725
19317,2.002,12.073125
19318,1.907,12.07375
19319,1.846,12.074375
19320,1.785,12.075
19321,1.602,12.075625
19322,1.498,12.07625
19323,1.424,12.076875
19324,1.356,12.0775
19325,1.251,12.078125
19326,1.116,12.07875
19327,0.967,12.079375
19328,0.96,12.08
19329,0.906,12.080625
19330,0.823,12.08125
19331,0.725,12.081875
19332,0.63,12.0825
19333,0.548,12.083125
19334,0.484,12.08375
19335,0.474,12.084375
19336,0.4,12.085
19337,0.294,12.085625
19338,0.25,12.08625
19339,0.201,12.086875
19340,0.14,12.0875
19341,0.055,12.088125
19342,-0.023,12.08875
19343,-0.088,12.089375
19344,-0.135,12.09
19345,-0.145,12.090625
19346,-0.178,12.09125
19347,-0.218,12.091875
19348,-0.249,12.0925
19349,-0.321,12.093125
19350,-0.383,12.09375
19351,-0.417,12.094375
19352,-0.514,12.095
19353,-0.557,12.095625
19354,-0.566,12.09625
19355,-0.604,12.096875
19356,-0.628,12.0975
19357,-0.645,12.098125
19358,-0.655,12.09875
19359,-0.662,12.099375
19360,-0.693,12.1
19361,-0.741,12.100625
19362,-0.72,12.10125
19363,-0.729,12.101875
19364,-0.759,12.1025
19365,-0.806,12.103125
19366,-0.803,12.10375
19367,-0.802,12.104375
19368,-0.819,12.105
19369,-0.853,12.105625
19370,-0.877,12.10625
19371,-0.884,12.106875
19372,-0.847,12.1075
19373,-0.889,12.108125
19374,-0.924,12.10875
19375,-0.893,12.109375
19376,-0.866,12.11
19377,-0.893,12.110625
19378,-0.966,12.11125
19379,-0.945,12.111875
19380,-0.943,12.1125
19381,-0.946,12.113125
19382,-0.935,12.11375
19383,-0.953,12.114375
19384,-0.969,12.115
19385,-0.972,12.115625
19386,-1.057,12.11625
19387,-1.104,12.116875
19388,-1.122,12.1175
19389,-1.132,12.118125
19390,-1.178,12.11875
19391,-1.216,12.119375
19392,-1.216,12.12
19393,-1.232,12.120625
19394,-1.269,12.12125
19395,-1.325,12.121875
19396,-1.366,12.1225
19397,-1.435,12.123125
19398,-1.519,12.12375
19399,-1.6,12.124375
19400,-1.611,12.125
19401,-1.62,12.125625
19402,-1.647,12.12625
19403,-1.745,12.126875
19404,-1.814,12.1275
19405,-1.862,12.128125
19406,-1.916,12.12875
19407,-2.001,12.129375
19408,-2.09,12.13
19409,-2.167,12.130625
19410,-2.22,12.13125
19411,-2.296,12.131875
19412,-2.401,12.1325
19413,-2.536,12.133125
19414,-2.644,12.13375
19415,-2.741,12.134375
19416,-2.846,12.135
19417,-2.892,12.135625
19418,-2.972,12.13625
19419,-3.117,12.136875
19420,-3.225,12.1375
19421,-3.361,12.138125
19422,-3.506,12.13875
19423,-3.597,12.139375
19424,-3.709,12.14
19425,-3.832,12.140625
19426,-3.963,12.14125
19427,-4.08,12.141875
19428,-4.225,12.1425
19429,-4.393,12.143125
19430,-4.47,12.14375
19431,-4.609,12.144375
19432,-4.769,12.145
19433,-4.901,12.145625
19434,-5.03,12.14625
19435,-5.168,12.146875
19436,-5.32,12.1475
19437,-5.482,12.148125
19438,-5.625,12.14875
19439,-5.752,12.149375
19440,-5.874,12.15
19441,-5.988,12.150625
19442,-6.145,12.15125
19443,-6.391,12.151875
19444,-6.523,12.1525
19445,-6.696,12.153125
19446,-6.915,12.15375
19447,-7.087,12.154375
19448,-7.3,12.155
19449,-7.534,12.155625
19450,-7.771,12.15625
19451,-8.03,12.156875
19452,-8.267,12.1575
19453,-8.466,12.158125
19454,-8.723,12.15875
19455,-9.004,12.159375
19456,-9.284,12.16
19457,-9.476,12.160625
19458,-9.748,12.16125
19459,-10.009,12.161875
19460,-10.198,12.1625
19461,-10.487,12.163125
19462,-10.755,12.16375
19463,-10.988,12.164375
19464,-11.14,12.165
19465,-11.401,12.165625
19466,-11.689,12.16625
19467,-11.902,12.166875
19468,-12.149,12.1675
19469,-12.376,12.168125
19470,-12.565,12.16875
19471,-12.768,12.169375
19472,-12.955,12.17
19473,-13.126,12.170625
19474,-13.271,12.17125
19475,-13.35,12.171875
