,numero,intensitemax
0,coupe_0,-36.86304406356223
1,coupe_1,-41.66019934047628
2,coupe_2,-50.47405614107557
3,coupe_3,-48.95189083788267
4,coupe_4,-49.31608730832734
5,coupe_5,-39.67725782803826
6,coupe_6,-41.7601446269098
7,coupe_7,-47.30741355904071
8,coupe_8,-45.51784061147207
9,coupe_9,-38.966934794248424
10,coupe_10,-43.12091801040129
11,coupe_11,-56.25899959320756
12,coupe_12,-55.07578266681982
13,coupe_13,-49.512839855325424
14,coupe_14,-44.08041215218235
15,coupe_15,-39.49239455879085
