,numero,centroid
0,coupe_0,125.3290567219689
1,coupe_1,147.98738187881622
2,coupe_2,134.22320765827098
3,coupe_3,43.42684330733317
4,coupe_4,141.66072949445808
5,coupe_5,81.91842784520675
6,coupe_6,142.83329213571844
7,coupe_7,140.94647722205409
8,coupe_8,153.3694723325469
9,coupe_9,129.697434563077
10,coupe_10,151.17418362416927
11,coupe_11,149.33396308295892
12,coupe_12,139.1883469891722
13,coupe_13,118.766577450798
14,coupe_14,150.77766558472862
15,coupe_15,125.70740000545902
