valeurs,label,valeurs_val,label_val
76.0570219195488,R1,,
45.24636300785532,R1,,
28.805364291913637,R1,,
54.33114199322887,R1,,
82.00205109677229,R1,,
79.33234442826925,R1,,
88.9800552589437,R1,,
75.54475550262838,R1,,
86.24841821490885,R1,,
93.71755566205115,R1,,
47.59927039650765,R1,,
41.52329141917468,R1,,
62.75178453426723,R1,,
40.91900283495748,R1,,
65.17775983882207,R1,,
74.51196234079103,R1,,
52.11524298085159,R1,,
73.89096409094321,R1,,
55.4140420755684,R1,,
33.30965028500042,R1,,
28.90876009219,R1,,
26.514417355213567,R1,,
29.7886015067002,R1,,
37.67370990242985,R1,,
31.627459008862417,R1,,
25.126898755946318,R1,,
24.21761608963809,R1,,
24.083987195326483,R1,,
22.44096736916665,R1,,
27.802619875696543,R1,,
24.24859725516637,R1,,
27.154421912570974,R1,,
23.423892303367808,R1,,
27.46653750364449,R1,,
111.4941947576772,R1,,
30.71655964449254,R1,,
55.31858990631464,R1,,
64.80447792174294,R1,,
52.75021375850375,R1,,
61.65753019058545,R1,,
45.86981538386932,R1,,
51.65842096680623,R1,,
68.00324774550005,R1,,
56.49117850928053,R1,,
38.24362419651904,R1,,
59.115966066884006,R1,,
57.99030016364478,R1,,
43.32577465802876,R1,,
33.27142649720479,R1,,
85.90980767825532,R1,,
35.39183991819707,R1,,
108.9270454666002,R1,,
83.49460308072626,R1,,
52.827235004254014,R1,,
75.66334747215961,R1,,
83.69710366578028,R1,,
60.56938653447335,R1,,
53.814889337112646,R1,,
60.68601811173184,R1,,
60.82768891845506,R1,,
59.776025126115975,R1,,
77.5853349597428,R1,,
85.21135861570907,R1,,
50.02131754146959,R1,,
178.36347409473564,R1,,
115.97979217201168,R1,,
34.96108741027534,R1,,
185.5509199056369,R1,,
189.47873567153312,R1,,
166.18144968111983,R1,,
265.9086432593948,R1,,
221.73402987658943,R1,,
135.4078436907765,R1,,
153.92959990222036,R1,,
246.55075933037293,R1,,
121.2064994475076,R1,,
147.0006799310963,R1,,
138.32107441699023,R1,,
132.2259841209404,R1,,
37.59134281358983,R2,,
29.76943589024152,R2,,
55.55181981736058,R2,,
30.253946920420137,R2,,
33.02646954037793,R2,,
29.48508457562015,R2,,
36.53163290279695,R2,,
29.31652781940662,R2,,
32.486938062426155,R2,,
41.96192830706519,R2,,
29.039980384428816,R2,,
35.0972321405984,R2,,
33.64497134623868,R2,,
37.28163857655549,R2,,
33.336800855463885,R2,,
154.0621792460905,R2,,
145.36711446066082,R2,,
178.55550338275074,R2,,
127.75054597340312,R2,,
183.8533212870073,R2,,
133.24470281378117,R2,,
166.51857130137537,R2,,
136.68682283334908,R2,,
180.4488410367324,R2,,
125.37244969593034,R2,,
116.3795759477639,R2,,
132.2471806813274,R2,,
176.2282553722903,R2,,
57.70697300325647,R2,,
71.5628838672719,R2,,
70.99715791172342,R2,,
60.03655377538205,R2,,
89.15651194112914,R2,,
69.82453318000658,R2,,
95.54925189553757,R2,,
64.95065764133066,R2,,
73.86090268228806,R2,,
49.494868246381365,R2,,
41.07043574698268,R2,,
59.35142350558467,R2,,
108.84190658345028,R2,,
35.69358751954757,R2,,
36.113633937355,R2,,
31.179286210746305,R2,,
24.98975739386552,R2,,
83.71212971849263,R2,,
23.058301925947912,R2,,
31.240992348803644,R2,,
35.63405196187831,R2,,
29.38152529451398,R2,,
31.368843327500755,R2,,
33.496551662973246,R2,,
26.46954338191264,R2,,
26.984906305982843,R2,,
30.78144255825088,R2,,
33.88689368744346,R2,,
26.74878581754123,R2,,
47.43613142728467,R2,,
102.9316238728381,R2,,
34.58525087952417,R2,,
36.9789081322958,R2,,
43.29874014013975,R2,,
33.998525463575646,R2,,
39.04528651503846,R2,,
24.700778287426893,R2,,
23.756552980018288,R2,,
41.124251786465535,R2,,
30.66747727691193,R2,,
30.18639792126162,R2,,
28.01598069820866,R2,,
212.39794610541932,R2,,
117.56500796537748,R2,,
132.58092611372152,R2,,
44.49771130792091,R2,,
196.70739438544004,R2,,
123.6722847766035,R2,,
199.34548697640776,R2,,
177.2741019040108,R2,,
138.46185152029375,R2,,
100.62736736620964,R2,,
144.71651660081824,R2,,
182.71977318565013,R2,,
93.0884207705048,R2,,
144.61832016298388,R2,,
48.8783888862332,R2,,
150.6409796482708,R2,,
42.27976349875641,R2,,
157.7727117330775,R2,,
169.89287400977244,R2,,
30.79181678768288,R2,,
139.72985120865437,R2,,
23.315960139059968,R2,,
70.59157643440788,R2,,
49.44591486251757,R2,,
34.986994734791324,R2,,
99.38671911663567,R2,,
63.05563543763876,R2,,
127.90049774421044,R2,,
108.11066153605208,R2,,
52.4654750181227,R2,,
52.5203188879528,R2,,
61.06664957909474,R2,,
78.98230943473399,R2,,
37.10498752387371,R2,,
55.82258539953936,R2,,
35.70557757573536,R2,,
62.8327150698513,R2,,
32.58580145273083,R2,,
47.37975346269497,R2,,
81.95405589461166,R2,,
35.053195782595346,R2,,
76.07371599129169,R2,,
24.09762457180416,R2,,
32.17026483520074,R2,,
28.937584800118533,R2,,
40.84511545151986,R2,,
36.46302387848418,R2,,
27.096016201998708,R2,,
31.155664294017043,R2,,
28.24842224067638,R2,,
31.28987530362207,R2,,
23.386177285912776,R2,,
26.26492804330909,R2,,
30.425648350038568,R2,,
23.17562192345927,R2,,
29.440335941577526,R2,,
31.46569726187733,R2,,
29.154243073901743,R2,,
34.83557475918157,R2,,
28.30385340162941,R2,,
30.27449624423477,R2,,
29.615672385578748,R2,,
36.15579654281776,R2,,
27.406292664725896,R2,,
54.55688316085794,R2,,
49.79888255804384,R2,,
57.654906625937535,R2,,
46.368678557205286,R2,,
37.31725328234822,R2,,
102.2888028723334,R2,,
37.57310812443404,R2,,
64.59924052775281,R2,,
34.420788358776726,R2,,
39.13198437826016,R2,,
43.13639703192831,R2,,
72.49690446048722,R2,,
36.4298358412037,R2,,
34.04213335729275,R2,,
42.88340461490581,R2,,
39.250509057614856,R2,,
152.79869646491875,R2,,
153.7583097413052,R2,,
170.3119723820571,R2,,
190.30802538117345,R2,,
127.69428878849445,R2,,
121.10274222042956,R2,,
119.47706681165252,R2,,
198.36710357073235,R2,,
142.82800145046744,R2,,
113.90759109932064,R2,,
121.50740468031904,R2,,
162.97491989266334,R2,,
169.53368351255415,R2,,
136.65756104977535,R2,,
132.32317783037757,R2,,
148.20523905347548,R2,,
95.97821243080216,R2,,
65.79000642403511,R2,,
70.33351388133168,R2,,
88.57652870081142,R2,,
56.6136811385847,R2,,
49.52378137700499,R2,,
56.84418361058465,R2,,
103.24500419176589,R2,,
80.11816809516097,R2,,
59.12097540158461,R2,,
40.15195154537115,R2,,
55.0674564865204,R2,,
78.6654125455859,R2,,
62.51110971441718,R2,,
79.63562805033982,R2,,
84.9943226277739,R2,,
46.70756212186858,R2,,
35.73753536192158,R2,,
32.971608241511255,R2,,
34.40044245981168,R2,,
33.54764316174171,R2,,
31.73542205672423,R2,,
28.54183339788884,R2,,
34.8700082594992,R2,,
30.02301664929496,R2,,
35.712127307189135,R2,,
27.907566616473368,R2,,
31.47505362041018,R2,,
33.50996673349034,R2,,
31.666538096405738,R2,,
39.661059546918445,R2,,
31.987607988581303,R2,,
44.63714180817429,R2,,
17.940653700576977,R2,,
29.22468294176094,R2,,
23.836632220766813,R2,,
45.49993165641994,R2,,
22.003086088142044,R2,,
35.69475134812644,R2,,
25.397647325715894,R2,,
32.03664123091902,R2,,
21.942686301336487,R2,,
25.68436236595937,R2,,
28.324800139801336,R2,,
38.2963006414989,R2,,
33.25792468212553,R2,,
48.20306762449675,R2,,
23.810151949205075,R2,,
136.17864816840995,R2,,
147.00154482959724,R2,,
197.74229371104616,R2,,
162.32252387520884,R2,,
163.9691665804334,R2,,
151.92886953302363,R2,,
137.84499128521577,R2,,
133.80990500983927,R2,,
116.2469013652911,R2,,
134.66735095134538,R2,,
165.92121144954527,R2,,
187.59381870700747,R2,,
161.919521410045,R2,,
187.9044460426566,R2,,
163.89965528149662,R2,,
162.14934054751726,R2,,
75.35169122788771,R2,,
55.865666034654176,R2,,
61.29210699895452,R2,,
50.2631650840689,R2,,
50.63925139947329,R2,,
57.99501732155972,R2,,
57.610895429591466,R2,,
36.40950238570138,R2,,
46.35355370232066,R2,,
52.73583384884701,R2,,
50.76562191861385,R2,,
61.26318207712727,R2,,
55.47377928896795,R2,,
72.22592388343256,R2,,
77.85193439321031,R2,,
43.11728326666057,R2,,
37.18654556033761,R2,,
38.62932755343142,R2,,
48.92903402034548,R2,,
28.304646671718277,R2,,
25.71367464005328,R2,,
38.72237620961915,R2,,
34.814623986883795,R2,,
30.28060257591141,R2,,
40.75887319832791,R2,,
36.47353604224298,R2,,
29.387523742988364,R2,,
33.15895684522449,R2,,
29.92044265935301,R2,,
31.638199045237304,R2,,
37.18878716317189,R2,,
42.904404676885726,R2,,
43.250148784598295,R2,,
43.85904882804569,R2,,
23.82376861903417,R2,,
27.57765894974273,R2,,
26.06080183573426,R2,,
23.65503409977773,R2,,
34.41992644564967,R2,,
53.06103764148104,R2,,
26.09201330638641,R2,,
38.71251394913383,R2,,
28.967857178302783,R2,,
38.34417557598894,R2,,
25.684022562981006,R2,,
16.57261219114415,R2,,
31.476794246467502,R2,,
37.672182987386016,R2,,
156.04857478497038,R2,,
109.98847767710151,R2,,
140.2064719258764,R2,,
176.2758567186275,R2,,
151.00481156512623,R2,,
198.60911079951933,R2,,
99.70874139772816,R2,,
81.48222478840194,R2,,
161.43831489419398,R2,,
21.395057405216125,R2,,
142.54703048310057,R2,,
138.4621523466422,R2,,
176.5797096522568,R2,,
190.4584018671502,R2,,
196.27388143085307,R2,,
169.13288356107662,R2,,
99.67960500049396,R2,,
56.84427575750959,R2,,
26.08691081187936,R2,,
76.30854211570754,R2,,
36.08014755389703,R2,,
35.98061870564302,R2,,
30.921326476787947,R2,,
33.33669286169442,R2,,
57.42334631625506,R2,,
21.0517105006106,R2,,
39.08639338917512,R2,,
60.90303316777379,R2,,
60.55028223285784,R2,,
70.67844559807818,R2,,
58.93767947694389,R2,,
56.27259773374897,R2,,
52.25793250585502,R2,,
75.52770280235184,R3,,
37.36532915876311,R3,,
52.78613690303484,R3,,
50.76565518081648,R3,,
30.96929831968691,R3,,
32.939876364037424,R3,,
49.90617381087875,R3,,
75.55376161496697,R3,,
40.66784712041393,R3,,
55.0720541367239,R3,,
42.45162356699693,R3,,
138.3203888273428,R3,,
104.46300356454176,R3,,
70.66693377805056,R3,,
30.75847758517883,R3,,
30.30615438997568,R3,,
63.0167496265606,R3,,
40.9702588202064,R3,,
32.04668047653341,R3,,
81.34534622423298,R3,,
45.73196036690032,R3,,
100.8744781981643,R3,,
103.87077695743744,R3,,
50.41325998343717,R3,,
60.048600013487125,R3,,
88.52488233732892,R3,,
100.93930966892717,R3,,
65.97264660242887,R3,,
74.92743205837006,R3,,
65.1636742242627,R3,,
108.71960690744076,R3,,
106.9433974381674,R3,,
85.55547297052384,R3,,
61.57981947604546,R3,,
96.82735645339793,R3,,
60.26883833708806,R3,,
83.47781553657131,R3,,
62.57117035713859,R3,,
150.10565645820648,R3,,
140.22176057965896,R3,,
151.70825756517917,R3,,
149.321497520212,R3,,
142.57446432633665,R3,,
142.7986536534804,R3,,
145.93011561871108,R3,,
127.41621112558371,R3,,
150.25735288410226,R3,,
151.7376697168558,R3,,
122.54170295743604,R3,,
166.1618670058822,R3,,
131.6409160883208,R3,,
170.49850505816067,R3,,
159.91698716461224,R3,,
127.02418625540147,R3,,
128.03096816408873,R3,,
164.62951548355483,R3,,
145.14258932831208,R3,,
29.55671117559302,R3,,
25.288326579634425,R3,,
22.197188963272676,R3,,
25.24406967772557,R3,,
25.392335984774075,R3,,
23.217497692618352,R3,,
33.07996654436552,R3,,
29.739740520300412,R3,,
23.041534675107066,R3,,
27.54384038931354,R3,,
34.6154172633755,R3,,
33.61238418116588,R3,,
42.0385742608535,R3,,
31.82325351570175,R3,,
30.094381706025068,R3,,
30.903501882470977,R3,,
22.088464771984345,R3,,
26.10511265028248,R3,,
30.849161742974708,R3,,
89.20327519736591,R3,,
52.25816456397989,R3,,
43.53677263218773,R3,,
60.502622085455066,R3,,
133.3401909322321,R3,,
45.656221124759846,R3,,
40.147243941405314,R3,,
36.45827037303098,R3,,
59.42300872235079,R3,,
79.75646462059987,R3,,
90.08095284839222,R3,,
75.57248154067541,R3,,
53.46660774891859,R3,,
76.02074682128577,R3,,
60.95294030779719,R3,,
44.37425249541019,R3,,
47.22361468909034,R3,,
44.64648670186896,R3,,
45.9970136002696,R3,,
37.29517696318138,R3,,
67.63662050980435,R3,,
69.20786942237477,R3,,
91.69258234005235,R3,,
72.02756380843785,R3,,
75.09091988162903,R3,,
80.74418841446438,R3,,
84.2185598918714,R3,,
80.62286963593107,R3,,
53.64581009888316,R3,,
49.19976372883339,R3,,
54.41379488073823,R3,,
55.57724908426009,R3,,
69.81013423297658,R3,,
65.75402745729583,R3,,
97.74082698542776,R3,,
66.39920149619986,R3,,
98.23968941034796,R3,,
122.49376628838952,R3,,
166.24602065388055,R3,,
150.2103438281341,R3,,
177.79952151871692,R3,,
126.5160515076648,R3,,
166.77753178655257,R3,,
107.2309948673295,R3,,
188.02242570996583,R3,,
142.4533356824084,R3,,
112.31071461071336,R3,,
155.11900072817812,R3,,
160.82246523312836,R3,,
183.0201320370529,R3,,
176.39246443798174,R3,,
184.2871588954021,R3,,
178.97742401841018,R3,,
195.88437791303716,R3,,
25.94885769801469,R3,,
22.23504600488139,R3,,
25.838204751381948,R3,,
25.00083353617605,R3,,
22.24274450479393,R3,,
21.60017444753046,R3,,
23.859036284660345,R3,,
27.825249234521294,R3,,
89.5257222903527,R4,,
51.51656066548595,R4,,
75.28589996895653,R4,,
46.63669215367945,R4,,
49.146309002529264,R4,,
32.31047702899188,R4,,
34.09719299812898,R4,,
53.99132643081562,R4,,
26.99070001564838,R4,,
44.77119295865781,R4,,
37.99091129784156,R4,,
80.60591154875625,R4,,
34.731407047639706,R4,,
36.21070981569206,R4,,
33.286251852188855,R4,,
70.38286448106713,R4,,
125.3290567219689,R4,,
147.98738187881622,R4,,
134.22320765827098,R4,,
43.42684330733317,R4,,
141.66072949445808,R4,,
81.91842784520675,R4,,
142.83329213571844,R4,,
140.94647722205409,R4,,
153.3694723325469,R4,,
129.697434563077,R4,,
151.17418362416927,R4,,
149.33396308295892,R4,,
139.1883469891722,R4,,
118.766577450798,R4,,
150.77766558472862,R4,,
125.70740000545902,R4,,
62.01461445311077,R4,,
117.77495077537692,R4,,
66.16671663765297,R4,,
25.599127674979645,R4,,
50.18787382583335,R4,,
21.60970452004025,R4,,
68.98877010641588,R4,,
52.28208605661183,R4,,
89.04444368104805,R4,,
57.700703565236665,R4,,
65.5513108531032,R4,,
90.5744002238378,R4,,
55.050947909619765,R4,,
52.141670218337545,R4,,
73.40333017204144,R4,,
74.59117999007074,R4,,
37.738426843369794,R4,,
39.4948298716736,R4,,
37.32718395044984,R4,,
27.90174626374759,R4,,
28.66683238507686,R4,,
28.112573751959854,R4,,
32.19321271521378,R4,,
33.86716154940928,R4,,
33.549310517723185,R4,,
37.80715630402732,R4,,
52.21211246190565,R4,,
48.54578510092155,R4,,
28.648437040510544,R4,,
29.8797355407256,R4,,
57.0328917699803,R4,,
39.46481905189941,R4,,
96.98732929684547,R4,,
42.72168608108132,R4,,
96.22075927320984,R4,,
98.52346514853257,R4,,
90.25765714881166,R4,,
36.08759215032258,R4,,
40.01629108645214,R4,,
40.57879734814083,R4,,
86.4505430671156,R4,,
108.01025964232822,R4,,
46.21092535578322,R4,,
111.438632647142,R4,,
71.68904365384853,R4,,
54.001930187814246,R4,,
55.77959843078806,R4,,
35.445067320039634,R4,,
63.20348043714211,R4,,
104.6380851545163,R4,,
30.08881268825284,R4,,
155.87934473368517,R4,,
133.81959221333227,R4,,
148.62365207707762,R4,,
135.95510335396375,R4,,
116.98800434913986,R4,,
166.17164836837355,R4,,
157.48952373177872,R4,,
119.36496901767326,R4,,
163.44758190047898,R4,,
150.77825913845788,R4,,
145.97563236289082,R4,,
178.8663471356141,R4,,
154.24369217416495,R4,,
141.21802297055942,R4,,
131.96233103730134,R4,,
174.37757883768643,R4,,
136.53191843165658,R4,,
148.44883361504375,R4,,
89.59445414961485,R4,,
74.93387474014057,R4,,
37.72998776312726,R4,,
40.713391899606194,R4,,
58.01339502952701,R4,,
48.1395875696793,R4,,
60.44046154758118,R4,,
82.81900025315858,R4,,
45.1953923705338,R4,,
60.757502529834994,R4,,
47.5033276278743,R4,,
44.05918231639996,R4,,
56.645036952240176,R4,,
45.98784745689832,R4,,
60.09592841933939,R4,,
56.93437272786256,R4,,
97.18649850943356,R4,,
56.599386366034864,R4,,
43.085890919884335,R4,,
33.084825931623875,R4,,
36.08344689533079,R4,,
26.316379209401827,R4,,
26.36538812121128,R4,,
31.93644794248322,R4,,
26.518836474947964,R4,,
33.91058364149608,R4,,
25.79388558617585,R4,,
23.66394288202296,R4,,
27.096536055084545,R4,,
23.10886360063564,R4,,
26.806431344523304,R4,,
25.856670176402925,R4,,
25.89181247191597,R4,,
23.054930257983973,R4,,
29.96704135169192,R4,,
34.37116995942039,R4,,
26.037544172876164,R4,,
28.60256035535982,R4,,
19.62497674381625,R4,,
83.08612072977496,R4,,
71.14153779959122,R4,,
39.85181329608223,R4,,
50.510738192250265,R4,,
25.04552211209325,R4,,
49.02648453804441,R4,,
42.19295255251032,R4,,
41.11532512541771,R4,,
40.048444666682464,R4,,
43.15653602756452,R4,,
44.79838520997856,R4,,
53.83661186719946,R4,,
81.27888859941352,R4,,
50.97867888076218,R4,,
54.01127966941265,R4,,
88.98516351214228,R4,,
154.08265654768212,R4,,
100.32545154562402,R4,,
151.2618798243845,R4,,
132.7880882700254,R4,,
150.96064906450368,R4,,
137.6474608861772,R4,,
158.87270235024118,R4,,
97.22687498743736,R4,,
136.6964895473957,R4,,
171.09504475309075,R4,,
149.91388059610802,R4,,
88.46727213240679,R4,,
138.5244200970189,R4,,
238.67592000886685,R4,,
170.49970890729577,R4,,
192.95964612100167,R4,,
69.72701639960638,R4,,
41.47757385714241,R4,,
74.84484740001324,R4,,
52.73447274259761,R4,,
69.28071720828369,R4,,
53.072060371396496,R4,,
81.56571950218583,R4,,
34.94942412687384,R4,,
65.92686383004163,R4,,
34.6170529273214,R4,,
52.45218290291733,R4,,
35.52764086514043,R4,,
38.150918756572594,R4,,
52.91465538602443,R4,,
45.9837752563088,R4,,
69.64069119419308,R4,,
29.78599464930564,R4,,
22.48304932128528,R4,,
25.34616648466408,R4,,
20.164420718556823,R4,,
24.99801038567768,R4,,
23.85090663435912,R4,,
31.33922664959738,R4,,
21.69018003107235,R4,,
35.07559354862522,R4,,
21.748453961404035,R4,,
27.43649566902008,R4,,
21.400552188905973,R4,,
22.495550971680142,R4,,
24.28302283405934,R4,,
25.72366893358405,R4,,
27.40231999095825,R4,,
118.36078407919156,R4,,
35.3731247224415,R4,,
38.6297779974816,R4,,
39.22557069519828,R4,,
37.38653214707385,R4,,
68.62645522432327,R4,,
53.041136563392605,R4,,
61.89737888075732,R4,,
50.62049754099301,R4,,
26.9783259881956,R4,,
48.31852691988858,R4,,
38.19112620741755,R4,,
70.95759360132179,R4,,
52.67716929576826,R4,,
63.56718838582104,R4,,
54.61150017547799,R4,,
45.96885355954197,R4,,
48.71359226657589,R4,,
55.3358197793052,R4,,
43.41805179778192,R4,,
53.54619347943233,R4,,
70.77095825802246,R4,,
53.81858592137743,R4,,
58.890232993232615,R4,,
62.460570192527385,R4,,
64.40146552909135,R4,,
76.81213199433282,R4,,
90.24405611053707,R4,,
71.49309030781168,R4,,
36.84813030597109,R4,,
52.2116011079116,R4,,
65.02896035233113,R4,,
61.48819144067601,R4,,
63.62183093606183,R4,,
