,az,t
59205,5.691,37.003125
59206,5.636,37.00375
59207,5.603,37.004375
59208,5.568,37.005
59209,5.524,37.005625
59210,5.456,37.00625
59211,5.488,37.006875
59212,5.558,37.0075
59213,5.606,37.008125
59214,5.556,37.00875
59215,5.529,37.009375
59216,5.546,37.01
59217,5.556,37.010625
59218,5.526,37.01125
59219,5.479,37.011875
59220,5.445,37.0125
59221,5.358,37.013125
59222,5.281,37.01375
59223,5.233,37.014375
59224,5.161,37.015
59225,5.018,37.015625
59226,4.84,37.01625
59227,4.714,37.016875
59228,4.527,37.0175
59229,4.317,37.018125
59230,4.1,37.01875
59231,3.925,37.019375
59232,3.732,37.02
59233,3.528,37.020625
59234,3.341,37.02125
59235,3.174,37.021875
59236,3.044,37.0225
59237,2.969,37.023125
59238,2.929,37.02375
59239,2.877,37.024375
59240,2.818,37.025
59241,2.801,37.025625
59242,2.813,37.02625
59243,2.809,37.026875
59244,2.741,37.0275
59245,2.774,37.028125
59246,2.768,37.02875
59247,2.716,37.029375
59248,2.733,37.03
59249,2.632,37.030625
59250,2.493,37.03125
59251,2.415,37.031875
59252,2.346,37.0325
59253,2.267,37.033125
59254,2.17,37.03375
59255,1.952,37.034375
59256,1.78,37.035
59257,1.609,37.035625
59258,1.354,37.03625
59259,1.216,37.036875
59260,1.053,37.0375
59261,0.819,37.038125
59262,0.638,37.03875
59263,0.519,37.039375
59264,0.441,37.04
59265,0.366,37.040625
59266,0.299,37.04125
59267,0.299,37.041875
59268,0.408,37.0425
59269,0.477,37.043125
59270,0.515,37.04375
59271,0.541,37.044375
59272,0.64,37.045
59273,0.748,37.045625
59274,0.852,37.04625
59275,0.937,37.046875
59276,0.994,37.0475
59277,1.06,37.048125
59278,1.131,37.04875
59279,1.138,37.049375
59280,1.161,37.05
59281,1.189,37.050625
59282,1.209,37.05125
59283,1.181,37.051875
59284,1.141,37.0525
59285,1.091,37.053125
59286,1.002,37.05375
59287,0.925,37.054375
59288,0.884,37.055
59289,0.935,37.055625
59290,0.869,37.05625
59291,0.826,37.056875
59292,0.841,37.0575
59293,0.79,37.058125
59294,0.739,37.05875
59295,0.705,37.059375
59296,0.732,37.06
59297,0.77,37.060625
59298,0.818,37.06125
59299,0.876,37.061875
59300,0.9,37.0625
59301,0.932,37.063125
59302,0.976,37.06375
59303,1.054,37.064375
59304,1.101,37.065
59305,1.137,37.065625
59306,1.171,37.06625
59307,1.238,37.066875
59308,1.291,37.0675
59309,1.33,37.068125
59310,1.357,37.06875
59311,1.436,37.069375
59312,1.499,37.07
59313,1.486,37.070625
59314,1.515,37.07125
59315,1.522,37.071875
59316,1.51,37.0725
59317,1.578,37.073125
59318,1.553,37.07375
59319,1.491,37.074375
59320,1.447,37.075
59321,1.379,37.075625
59322,1.273,37.07625
59323,1.136,37.076875
59324,1.156,37.0775
59325,1.133,37.078125
59326,1.086,37.07875
59327,1.042,37.079375
59328,0.955,37.08
59329,0.886,37.080625
59330,0.852,37.08125
59331,0.811,37.081875
59332,0.82,37.0825
59333,0.837,37.083125
59334,0.758,37.08375
59335,0.742,37.084375
59336,0.778,37.085
59337,0.869,37.085625
59338,0.905,37.08625
59339,0.956,37.086875
59340,1.019,37.0875
59341,1.07,37.088125
59342,1.146,37.08875
59343,1.22,37.089375
59344,1.271,37.09
59345,1.376,37.090625
59346,1.459,37.09125
59347,1.523,37.091875
59348,1.605,37.0925
59349,1.66,37.093125
59350,1.694,37.09375
59351,1.708,37.094375
59352,1.685,37.095
59353,1.671,37.095625
59354,1.662,37.09625
59355,1.546,37.096875
59356,1.508,37.0975
59357,1.493,37.098125
59358,1.435,37.09875
59359,1.333,37.099375
59360,1.234,37.1
59361,1.145,37.100625
59362,1.05,37.10125
59363,0.959,37.101875
59364,0.85,37.1025
59365,0.669,37.103125
59366,0.564,37.10375
59367,0.448,37.104375
59368,0.291,37.105
59369,0.145,37.105625
59370,0.009,37.10625
59371,-0.109,37.106875
59372,-0.181,37.1075
59373,-0.287,37.108125
59374,-0.414,37.10875
59375,-0.56,37.109375
59376,-0.555,37.11
59377,-0.59,37.110625
59378,-0.662,37.11125
59379,-0.737,37.111875
59380,-0.794,37.1125
59381,-0.807,37.113125
59382,-0.742,37.11375
59383,-0.835,37.114375
59384,-0.937,37.115
59385,-1.029,37.115625
59386,-1.07,37.11625
59387,-1.135,37.116875
59388,-1.205,37.1175
59389,-1.262,37.118125
59390,-1.287,37.11875
59391,-1.34,37.119375
59392,-1.42,37.12
59393,-1.397,37.120625
59394,-1.434,37.12125
59395,-1.456,37.121875
59396,-1.343,37.1225
59397,-1.396,37.123125
59398,-1.426,37.12375
59399,-1.395,37.124375
59400,-1.429,37.125
59401,-1.412,37.125625
59402,-1.376,37.12625
59403,-1.383,37.126875
59404,-1.37,37.1275
59405,-1.338,37.128125
59406,-1.284,37.12875
59407,-1.263,37.129375
59408,-1.272,37.13
59409,-1.286,37.130625
59410,-1.222,37.13125
59411,-1.183,37.131875
59412,-1.167,37.1325
59413,-1.177,37.133125
59414,-1.155,37.13375
59415,-1.1,37.134375
59416,-1.027,37.135
59417,-1.006,37.135625
59418,-0.916,37.13625
59419,-0.812,37.136875
59420,-0.73,37.1375
59421,-0.704,37.138125
59422,-0.65,37.13875
59423,-0.57,37.139375
59424,-0.574,37.14
59425,-0.549,37.140625
59426,-0.523,37.14125
59427,-0.526,37.141875
59428,-0.619,37.1425
59429,-0.672,37.143125
59430,-0.665,37.14375
59431,-0.648,37.144375
59432,-0.675,37.145
59433,-0.727,37.145625
59434,-0.781,37.14625
59435,-0.75,37.146875
59436,-0.749,37.1475
59437,-0.808,37.148125
59438,-0.736,37.14875
59439,-0.713,37.149375
59440,-0.72,37.15
59441,-0.731,37.150625
59442,-0.708,37.15125
59443,-0.679,37.151875
59444,-0.652,37.1525
59445,-0.628,37.153125
59446,-0.678,37.15375
59447,-0.766,37.154375
59448,-0.766,37.155
59449,-0.828,37.155625
59450,-0.908,37.15625
59451,-0.987,37.156875
59452,-1.017,37.1575
59453,-1.089,37.158125
59454,-1.198,37.15875
59455,-1.279,37.159375
59456,-1.398,37.16
59457,-1.494,37.160625
59458,-1.511,37.16125
59459,-1.559,37.161875
59460,-1.593,37.1625
59461,-1.613,37.163125
59462,-1.664,37.16375
59463,-1.669,37.164375
59464,-1.674,37.165
