,ax,t
108810,1.179,68.00625
108811,0.631,68.006875
108812,0.063,68.0075
108813,-0.483,68.008125
108814,-0.981,68.00875
108815,-1.389,68.009375
108816,-1.617,68.01
108817,-1.838,68.010625
108818,-2.076,68.01125
108819,-2.308,68.011875
108820,-2.623,68.0125
108821,-3.045,68.013125
108822,-3.648,68.01375
108823,-4.295,68.014375
108824,-4.946,68.015
108825,-5.586,68.015625
108826,-6.08,68.01625
108827,-6.641,68.016875
108828,-7.217,68.0175
108829,-7.714,68.018125
108830,-8.13,68.01875
108831,-8.533,68.019375
108832,-8.942,68.02
108833,-9.388,68.020625
108834,-9.868,68.02125
108835,-10.382,68.021875
108836,-10.951,68.0225
108837,-11.438,68.023125
108838,-11.825,68.02375
108839,-12.087,68.024375
108840,-12.333,68.025
108841,-12.54,68.025625
108842,-12.712,68.02625
108843,-12.841,68.026875
108844,-13.023,68.0275
108845,-13.248,68.028125
108846,-13.52,68.02875
108847,-13.76,68.029375
108848,-14.002,68.03
108849,-14.265,68.030625
108850,-14.63,68.03125
108851,-15.107,68.031875
108852,-15.668,68.0325
108853,-16.316,68.033125
108854,-17.121,68.03375
108855,-17.928,68.034375
108856,-18.708,68.035
108857,-19.358,68.035625
108858,-19.919,68.03625
108859,-20.369,68.036875
108860,-20.648,68.0375
108861,-20.716,68.038125
108862,-20.717,68.03875
108863,-20.65,68.039375
108864,-20.354,68.04
108865,-20.065,68.040625
108866,-19.79,68.04125
108867,-19.545,68.041875
108868,-19.264,68.0425
108869,-19.071,68.043125
108870,-18.993,68.04375
108871,-19.027,68.044375
108872,-19.07,68.045
108873,-19.156,68.045625
108874,-19.361,68.04625
108875,-19.628,68.046875
108876,-19.912,68.0475
108877,-20.198,68.048125
108878,-20.372,68.04875
108879,-20.579,68.049375
108880,-20.796,68.05
108881,-20.969,68.050625
108882,-21.063,68.05125
108883,-21.113,68.051875
108884,-21.126,68.0525
108885,-21.123,68.053125
108886,-21.018,68.05375
108887,-20.808,68.054375
108888,-20.444,68.055
108889,-20.082,68.055625
108890,-19.69,68.05625
108891,-19.247,68.056875
108892,-18.732,68.0575
108893,-18.228,68.058125
108894,-17.752,68.05875
108895,-17.37,68.059375
108896,-17.035,68.06
108897,-16.739,68.060625
108898,-16.486,68.06125
108899,-16.36,68.061875
108900,-16.262,68.0625
108901,-16.18,68.063125
108902,-16.067,68.06375
108903,-16.051,68.064375
108904,-16.072,68.065
108905,-16.092,68.065625
108906,-16.122,68.06625
108907,-16.092,68.066875
108908,-16.018,68.0675
108909,-16.076,68.068125
108910,-16.058,68.06875
108911,-16.015,68.069375
108912,-15.991,68.07
108913,-15.844,68.070625
108914,-15.764,68.07125
108915,-15.764,68.071875
108916,-15.641,68.0725
108917,-15.482,68.073125
108918,-15.348,68.07375
108919,-15.334,68.074375
108920,-15.219,68.075
108921,-15.092,68.075625
108922,-14.972,68.07625
108923,-14.825,68.076875
108924,-14.764,68.0775
108925,-14.713,68.078125
108926,-14.539,68.07875
108927,-14.537,68.079375
108928,-14.55,68.08
108929,-14.532,68.080625
108930,-14.484,68.08125
108931,-14.509,68.081875
108932,-14.58,68.0825
108933,-14.644,68.083125
108934,-14.66,68.08375
108935,-14.667,68.084375
108936,-14.681,68.085
108937,-14.685,68.085625
108938,-14.716,68.08625
108939,-14.754,68.086875
108940,-14.734,68.0875
108941,-14.768,68.088125
108942,-14.794,68.08875
108943,-14.773,68.089375
108944,-14.883,68.09
108945,-14.999,68.090625
108946,-15.119,68.09125
108947,-15.262,68.091875
108948,-15.322,68.0925
108949,-15.375,68.093125
108950,-15.474,68.09375
108951,-15.418,68.094375
108952,-15.387,68.095
