,ax,t
11312,8.698,7.07
11313,8.563,7.070625
11314,8.467,7.07125
11315,8.344,7.071875
11316,8.233,7.0725
11317,8.189,7.073125
11318,8.145,7.07375
11319,8.01,7.074375
11320,7.773,7.075
11321,7.569,7.075625
11322,7.383,7.07625
11323,7.209,7.076875
11324,7.045,7.0775
11325,6.836,7.078125
11326,6.685,7.07875
11327,6.622,7.079375
11328,6.598,7.08
11329,6.58,7.080625
11330,6.577,7.08125
11331,6.611,7.081875
11332,6.654,7.0825
11333,6.702,7.083125
11334,6.757,7.08375
11335,6.862,7.084375
11336,6.954,7.085
11337,7.023,7.085625
11338,7.04,7.08625
11339,6.998,7.086875
11340,6.964,7.0875
11341,6.967,7.088125
11342,6.964,7.08875
11343,6.885,7.089375
11344,6.768,7.09
11345,6.751,7.090625
11346,6.68,7.09125
11347,6.59,7.091875
11348,6.498,7.0925
11349,6.413,7.093125
11350,6.234,7.09375
11351,5.979,7.094375
11352,5.751,7.095
11353,5.56,7.095625
11354,5.43,7.09625
11355,5.399,7.096875
11356,5.5,7.0975
11357,5.64,7.098125
11358,5.794,7.09875
11359,5.842,7.099375
11360,5.878,7.1
11361,5.906,7.100625
11362,5.93,7.10125
11363,5.906,7.101875
11364,5.882,7.1025
11365,5.865,7.103125
11366,5.851,7.10375
11367,5.817,7.104375
11368,5.761,7.105
11369,5.672,7.105625
11370,5.587,7.10625
11371,5.475,7.106875
11372,5.336,7.1075
11373,5.261,7.108125
11374,5.177,7.10875
11375,5.109,7.109375
11376,5.109,7.11
11377,5.072,7.110625
11378,5.043,7.11125
11379,5.03,7.111875
11380,4.887,7.1125
11381,4.848,7.113125
11382,4.867,7.11375
11383,4.853,7.114375
11384,4.791,7.115
11385,4.697,7.115625
11386,4.574,7.11625
11387,4.549,7.116875
11388,4.452,7.1175
11389,4.321,7.118125
11390,4.277,7.11875
11391,4.211,7.119375
11392,4.156,7.12
11393,4.129,7.120625
11394,4.075,7.12125
11395,3.992,7.121875
11396,3.888,7.1225
11397,3.793,7.123125
11398,3.738,7.12375
11399,3.663,7.124375
11400,3.52,7.125
11401,3.456,7.125625
11402,3.31,7.12625
11403,3.097,7.126875
11404,2.968,7.1275
11405,2.799,7.128125
11406,2.623,7.12875
11407,2.463,7.129375
11408,2.296,7.13
11409,2.14,7.130625
11410,2.002,7.13125
11411,1.954,7.131875
11412,1.916,7.1325
11413,1.852,7.133125
11414,1.708,7.13375
11415,1.672,7.134375
11416,1.631,7.135
11417,1.566,7.135625
11418,1.484,7.13625
11419,1.442,7.136875
11420,1.413,7.1375
11421,1.359,7.138125
11422,1.347,7.13875
11423,1.335,7.139375
11424,1.312,7.14
11425,1.301,7.140625
11426,1.234,7.14125
11427,1.14,7.141875
11428,1.075,7.1425
11429,0.969,7.143125
11430,0.829,7.14375
11431,0.655,7.144375
11432,0.468,7.145
11433,0.289,7.145625
11434,0.116,7.14625
11435,-0.055,7.146875
11436,-0.217,7.1475
11437,-0.36,7.148125
11438,-0.476,7.14875
11439,-0.651,7.149375
11440,-0.807,7.15
11441,-0.936,7.150625
11442,-1.011,7.15125
11443,-1.12,7.151875
11444,-1.262,7.1525
11445,-1.446,7.153125
11446,-1.494,7.15375
11447,-1.53,7.154375
11448,-1.553,7.155
11449,-1.533,7.155625
11450,-1.54,7.15625
11451,-1.555,7.156875
11452,-1.565,7.1575
11453,-1.541,7.158125
11454,-1.505,7.15875
11455,-1.462,7.159375
11456,-1.431,7.16
11457,-1.453,7.160625
11458,-1.507,7.16125
11459,-1.586,7.161875
11460,-1.716,7.1625
11461,-1.802,7.163125
11462,-1.845,7.16375
11463,-1.984,7.164375
11464,-2.078,7.165
11465,-2.157,7.165625
11466,-2.256,7.16625
11467,-2.278,7.166875
11468,-2.335,7.1675
11469,-2.442,7.168125
11470,-2.431,7.16875
11471,-2.436,7.169375
11472,-2.432,7.17
11473,-2.367,7.170625
11474,-2.421,7.17125
11475,-2.423,7.171875
11476,-2.323,7.1725
11477,-2.378,7.173125
11478,-2.407,7.17375
11479,-2.414,7.174375
11480,-2.393,7.175
11481,-2.403,7.175625
11482,-2.448,7.17625
11483,-2.537,7.176875
11484,-2.443,7.1775
11485,-2.414,7.178125
11486,-2.422,7.17875
11487,-2.392,7.179375
11488,-2.369,7.18
11489,-2.294,7.180625
11490,-2.123,7.18125
11491,-2.051,7.181875
11492,-1.938,7.1825
11493,-1.777,7.183125
11494,-1.556,7.18375
11495,-1.4,7.184375
11496,-1.258,7.185
11497,-1.098,7.185625
11498,-0.97,7.18625
11499,-0.829,7.186875
11500,-0.692,7.1875
11501,-0.671,7.188125
11502,-0.683,7.18875
11503,-0.717,7.189375
11504,-0.775,7.19
11505,-0.799,7.190625
11506,-0.848,7.19125
11507,-0.923,7.191875
11508,-0.96,7.1925
11509,-1.061,7.193125
11510,-1.177,7.19375
11511,-1.259,7.194375
11512,-1.364,7.195
11513,-1.446,7.195625
11514,-1.498,7.19625
11515,-1.57,7.196875
11516,-1.595,7.1975
11517,-1.593,7.198125
11518,-1.586,7.19875
11519,-1.533,7.199375
11520,-1.461,7.2
11521,-1.378,7.200625
11522,-1.333,7.20125
11523,-1.278,7.201875
11524,-1.225,7.2025
11525,-1.197,7.203125
11526,-1.081,7.20375
11527,-0.913,7.204375
11528,-0.699,7.205
11529,-0.607,7.205625
11530,-0.507,7.20625
11531,-0.397,7.206875
11532,-0.271,7.2075
11533,-0.105,7.208125
11534,0.035,7.20875
11535,0.113,7.209375
11536,0.278,7.21
11537,0.361,7.210625
11538,0.391,7.21125
11539,0.465,7.211875
11540,0.577,7.2125
11541,0.67,7.213125
11542,0.711,7.21375
11543,0.726,7.214375
11544,0.738,7.215
11545,0.752,7.215625
11546,0.79,7.21625
11547,0.805,7.216875
11548,0.827,7.2175
11549,0.881,7.218125
11550,0.911,7.21875
11551,0.919,7.219375
11552,0.917,7.22
11553,0.985,7.220625
11554,0.991,7.22125
11555,0.999,7.221875
11556,1.074,7.2225
11557,1.076,7.223125
11558,1.115,7.22375
11559,1.197,7.224375
11560,1.19,7.225
11561,1.146,7.225625
11562,1.082,7.22625
11563,1.011,7.226875
11564,0.878,7.2275
11565,0.721,7.228125
11566,0.547,7.22875
11567,0.363,7.229375
11568,0.238,7.23
11569,0.121,7.230625
11570,-0.077,7.23125
11571,-0.158,7.231875
11572,-0.215,7.2325
11573,-0.268,7.233125
11574,-0.272,7.23375
11575,-0.227,7.234375
11576,-0.175,7.235
11577,-0.213,7.235625
11578,-0.097,7.23625
11579,0.042,7.236875
11580,0.162,7.2375
11581,0.244,7.238125
11582,0.327,7.23875
11583,0.408,7.239375
11584,0.47,7.24
11585,0.473,7.240625
11586,0.449,7.24125
11587,0.409,7.241875
11588,0.25,7.2425
11589,0.052,7.243125
11590,-0.158,7.24375
11591,-0.284,7.244375
11592,-0.552,7.245
11593,-0.791,7.245625
11594,-0.88,7.24625
11595,-1.054,7.246875
11596,-1.172,7.2475
11597,-1.233,7.248125
11598,-1.295,7.24875
11599,-1.327,7.249375
11600,-1.317,7.25
11601,-1.238,7.250625
11602,-1.16,7.25125
11603,-1.032,7.251875
11604,-0.864,7.2525
11605,-0.782,7.253125
11606,-0.633,7.25375
11607,-0.431,7.254375
11608,-0.176,7.255
11609,0.032,7.255625
11610,0.268,7.25625
11611,0.541,7.256875
11612,0.776,7.2575
11613,1.011,7.258125
11614,1.239,7.25875
11615,1.443,7.259375
11616,1.599,7.26
11617,1.738,7.260625
11618,1.866,7.26125
11619,1.951,7.261875
11620,2.021,7.2625
11621,2.06,7.263125
11622,2.019,7.26375
11623,1.944,7.264375
11624,1.845,7.265
11625,1.718,7.265625
11626,1.48,7.26625
11627,1.325,7.266875
11628,1.201,7.2675
11629,0.973,7.268125
11630,0.921,7.26875
11631,0.899,7.269375
11632,0.844,7.27
11633,0.839,7.270625
11634,0.857,7.27125
11635,0.905,7.271875
11636,1.021,7.2725
11637,1.18,7.273125
11638,1.349,7.27375
11639,1.509,7.274375
11640,1.708,7.275
11641,1.924,7.275625
11642,2.163,7.27625
11643,2.473,7.276875
11644,2.776,7.2775
11645,3.054,7.278125
11646,3.289,7.27875
11647,3.549,7.279375
11648,3.787,7.28
11649,4.001,7.280625
11650,4.209,7.28125
11651,4.386,7.281875
