,numero,centroid
0,coupe_0,43.732951493025354
1,coupe_1,28.722629570865816
2,coupe_2,25.63429485218615
3,coupe_3,21.252418236229733
4,coupe_4,22.27503579320201
5,coupe_5,17.309670799972213
6,coupe_6,27.72303862368393
7,coupe_7,22.28187741368543
8,coupe_8,33.31910809088717
9,coupe_9,23.678836986741967
10,coupe_10,23.472759128684196
11,coupe_11,23.112944441558206
12,coupe_12,23.141454097605813
13,coupe_13,23.720932678643667
14,coupe_14,24.48488644829305
15,coupe_15,25.417868870831448
