,numero,centroid
0,coupe_0,100.8103997887634
1,coupe_1,94.52520577082865
2,coupe_2,43.31458052886409
3,coupe_3,31.522828823331363
4,coupe_4,67.32124692102127
5,coupe_5,47.03751995723026
6,coupe_6,59.59283159786828
7,coupe_7,65.78850258700078
8,coupe_8,49.25318374535588
9,coupe_9,61.707896264662935
10,coupe_10,52.840570927491605
11,coupe_11,76.0570219195488
12,coupe_12,45.24636300785532
13,coupe_13,28.805364291913634
14,coupe_14,54.33114199322887
