,numero,centroid
0,coupe_0,30.747891586376596
1,coupe_1,26.793042076990073
2,coupe_2,23.950033696193607
3,coupe_3,21.381335373970398
4,coupe_4,29.551999638543563
5,coupe_5,26.48323733280796
6,coupe_6,24.97542879839288
7,coupe_7,27.008308398044413
8,coupe_8,27.153067676875718
9,coupe_9,23.482747425811464
10,coupe_10,26.13781074248116
11,coupe_11,20.671241174781198
12,coupe_12,28.072124974219683
13,coupe_13,24.782455748614353
14,coupe_14,25.348908363007762
15,coupe_15,29.222274949501095
16,coupe_16,20.15414049944717
17,coupe_17,24.967223743581993
18,coupe_18,28.775205862744183
