,numero,centroid
0,coupe_0,33.41403672301117
1,coupe_1,30.887519443022935
2,coupe_2,18.9178435794408
3,coupe_3,28.761303343140796
4,coupe_4,26.166592022880764
5,coupe_5,28.903768970609963
6,coupe_6,25.63931631503696
7,coupe_7,26.328324199022784
8,coupe_8,29.958268153366596
9,coupe_9,21.760870283967588
10,coupe_10,43.253920927034244
11,coupe_11,30.34659678000169
12,coupe_12,23.451526450676447
13,coupe_13,25.619913542133386
14,coupe_14,23.44271511182882
15,coupe_15,25.608635618986476
16,coupe_16,28.211758558747853
17,coupe_17,25.520484423286796
