,numero,intensitemax
0,coupe_0,-35.35851764271823
1,coupe_1,-32.68497424483264
2,coupe_2,-29.255374181803205
3,coupe_3,-32.2806825776998
4,coupe_4,-38.14741649098403
5,coupe_5,-35.77104101156667
6,coupe_6,-28.08219881561169
7,coupe_7,-32.40909526200616
8,coupe_8,-32.49733850351317
9,coupe_9,-33.58156773527672
10,coupe_10,-41.769121488023735
11,coupe_11,-41.65684714274576
12,coupe_12,-30.496898211827123
13,coupe_13,-30.64487574252378
14,coupe_14,-29.260823292823805
15,coupe_15,-29.33343571379091
16,coupe_16,-43.42186110192497
17,coupe_17,-38.44016890443222
