numero,intensitemax
coupe_0,-31.163030967271645
coupe_1,-29.226503187309895
coupe_2,-33.017199110426425
coupe_3,-34.05303966613503
coupe_4,-39.04229941991129
coupe_5,-31.52279668511433
coupe_6,-34.91651942401255
coupe_7,-34.056000828631056
coupe_8,-27.27039935529615
coupe_9,-31.266759195137325
coupe_10,-30.838851797665313
coupe_11,-34.76059929492371
coupe_12,-29.598021526724114
coupe_13,-31.450300291087665
coupe_14,-36.68654715355474
