,numero,intensitemax
0,coupe_0,-36.83174257373589
1,coupe_1,-42.59205106629312
2,coupe_2,-36.21712003780132
3,coupe_3,-37.64440835873026
4,coupe_4,-35.66193562053579
5,coupe_5,-37.05439141328368
6,coupe_6,-47.049566673327675
7,coupe_7,-43.80760171885875
8,coupe_8,-40.34564318660874
9,coupe_9,-38.92973919276261
10,coupe_10,-45.043311793052965
11,coupe_11,-38.67130358629327
12,coupe_12,-39.305053389508714
13,coupe_13,-37.23531487585745
14,coupe_14,-40.75243947280945
15,coupe_15,-38.96408074033171
16,coupe_16,-39.39387080389749
17,coupe_17,-39.83709211263545
18,coupe_18,-49.8982168098763
