,numero,centroid
0,coupe_0,154.08265654768212
1,coupe_1,100.32545154562402
2,coupe_2,151.2618798243845
3,coupe_3,132.7880882700254
4,coupe_4,150.96064906450368
5,coupe_5,137.6474608861772
6,coupe_6,158.87270235024118
7,coupe_7,97.22687498743736
8,coupe_8,136.6964895473957
9,coupe_9,171.09504475309075
10,coupe_10,149.91388059610802
11,coupe_11,88.46727213240679
12,coupe_12,138.5244200970189
13,coupe_13,238.67592000886685
14,coupe_14,170.49970890729577
15,coupe_15,192.95964612100167
