,az,t
134534,4.417,84.08375
134535,4.454,84.084375
134536,4.473,84.085
134537,4.478,84.085625
134538,4.468,84.08625
134539,4.392,84.086875
134540,4.352,84.0875
134541,4.324,84.088125
134542,4.198,84.08875
134543,4.133,84.089375
134544,4.113,84.09
134545,4.14,84.090625
134546,4.056,84.09125
134547,4.036,84.091875
134548,4.071,84.0925
134549,4.041,84.093125
134550,3.99,84.09375
134551,3.972,84.094375
134552,4.04,84.095
134553,3.929,84.095625
134554,3.849,84.09625
134555,3.821,84.096875
134556,3.821,84.0975
134557,3.807,84.098125
134558,3.786,84.09875
134559,3.762,84.099375
134560,3.816,84.1
134561,3.819,84.100625
134562,3.758,84.10125
134563,3.752,84.101875
134564,3.725,84.1025
134565,3.716,84.103125
134566,3.791,84.10375
134567,3.736,84.104375
134568,3.678,84.105
134569,3.648,84.105625
134570,3.631,84.10625
134571,3.638,84.106875
134572,3.65,84.1075
134573,3.633,84.108125
134574,3.588,84.10875
134575,3.552,84.109375
134576,3.539,84.11
134577,3.563,84.110625
134578,3.568,84.11125
134579,3.563,84.111875
134580,3.563,84.1125
134581,3.598,84.113125
134582,3.61,84.11375
134583,3.573,84.114375
134584,3.562,84.115
134585,3.542,84.115625
134586,3.513,84.11625
134587,3.476,84.116875
134588,3.417,84.1175
134589,3.365,84.118125
134590,3.334,84.11875
134591,3.304,84.119375
134592,3.275,84.12
134593,3.249,84.120625
134594,3.236,84.12125
134595,3.2,84.121875
134596,3.151,84.1225
134597,3.093,84.123125
134598,3.041,84.12375
134599,2.971,84.124375
134600,2.891,84.125
134601,2.877,84.125625
134602,2.863,84.12625
134603,2.84,84.126875
134604,2.792,84.1275
134605,2.763,84.128125
134606,2.734,84.12875
134607,2.707,84.129375
134608,2.728,84.13
134609,2.732,84.130625
134610,2.727,84.13125
134611,2.716,84.131875
134612,2.721,84.1325
134613,2.742,84.133125
134614,2.779,84.13375
134615,2.802,84.134375
134616,2.835,84.135
134617,2.879,84.135625
134618,2.944,84.13625
134619,2.966,84.136875
134620,2.971,84.1375
134621,2.965,84.138125
134622,3.009,84.13875
134623,3.047,84.139375
134624,3.075,84.14
134625,3.078,84.140625
