,numero,intensitemax
0,coupe_0,-34.928389250872655
1,coupe_1,-35.42965079841879
2,coupe_2,-37.62549865317591
3,coupe_3,-30.097153143242274
4,coupe_4,-32.41248194278667
5,coupe_5,-33.52466909964204
6,coupe_6,-29.939296423927694
7,coupe_7,-52.48648785657644
8,coupe_8,-29.825438772922638
9,coupe_9,-46.86331016399936
10,coupe_10,-32.60992440953708
11,coupe_11,-32.46717656527375
12,coupe_12,-31.940550747323044
13,coupe_13,-39.45742256284046
14,coupe_14,-34.55145677013181
15,coupe_15,-36.182565235999064
