,numero,centroid
0,coupe_0,37.03534591769446
1,coupe_1,25.10368715933688
2,coupe_2,21.644898361815855
3,coupe_3,21.689569069556356
4,coupe_4,23.937975027471282
5,coupe_5,27.158912427244697
6,coupe_6,17.155642110073725
7,coupe_7,24.194189760878817
8,coupe_8,24.06474759383186
9,coupe_9,30.58738491381684
10,coupe_10,25.347199405382078
11,coupe_11,21.055394958341004
12,coupe_12,19.43935820175711
13,coupe_13,19.487545416330946
14,coupe_14,20.17321978775463
15,coupe_15,17.93732393866251
